FISCAL_QUARTER,STORE_CODE,STORE_NAME,PRODUCT_FAMILY,UNITS_SOLD,RETURNS_UNITS,NET_SALES_AMOUNT,CURRENCY_CODE,NET_SALES_USD
FY2026-Q2,MER-RTL-CA-0028,Meridian Store Vancouver 28,PULSE,817,21,"881,040.54",CAD,"651,970.00"
FY2026-Q2,MER-RTL-CA-0028,Meridian Store Vancouver 28,AURA,571,15,"908,972.97",CAD,"672,640.00"
FY2026-Q2,MER-RTL-CA-0028,Meridian Store Vancouver 28,HALO,245,8,"53,472.97",CAD,"39,570.00"
FY2026-Q2,MER-RTL-CA-0028,Meridian Store Vancouver 28,CORE,285,10,"95,135.14",CAD,"70,400.00"
FY2025-Q3,MER-RTL-GB-0029,Meridian Store London 29,PULSE,625,16,"417.519,69",GBP,"530,250.00"
FY2025-Q3,MER-RTL-GB-0029,Meridian Store London 29,AURA,438,11,"431.929,13",GBP,"548,550.00"
FY2025-Q3,MER-RTL-GB-0029,Meridian Store London 29,SLATE,250,7,"103.385,83",GBP,"131,300.00"
FY2025-Q3,MER-RTL-GB-0029,Meridian Store London 29,CORE,219,7,"45.283,46",GBP,"57,510.00"
FY2025-Q4,MER-RTL-GB-0029,Meridian Store London 29,PULSE,681,17,"463.937,01",GBP,"589,200.00"
FY2025-Q4,MER-RTL-GB-0029,Meridian Store London 29,AURA,477,14,"479.700,79",GBP,"609,220.00"
FY2025-Q4,MER-RTL-GB-0029,Meridian Store London 29,SLATE,272,9,"114.708,66",GBP,"145,680.00"
FY2025-Q4,MER-RTL-GB-0029,Meridian Store London 29,CORE,238,5,"50.188,98",GBP,"63,740.00"
FY2026-Q1,MER-RTL-GB-0029,Meridian Store London 29,PULSE,737,21,"463.094,49",GBP,"588,130.00"
FY2026-Q1,MER-RTL-GB-0029,Meridian Store London 29,AURA,515,12,"477.692,91",GBP,"606,670.00"
FY2026-Q1,MER-RTL-GB-0029,Meridian Store London 29,SLATE,294,10,"114.362,20",GBP,"145,240.00"
FY2026-Q1,MER-RTL-GB-0029,Meridian Store London 29,CORE,257,9,"49.984,25",GBP,"63,480.00"
FY2026-Q2,MER-RTL-GB-0029,Meridian Store London 29,PULSE,792,22,"508.125,98",GBP,"645,320.00"
FY2026-Q2,MER-RTL-GB-0029,Meridian Store London 29,AURA,554,14,"524.685,04",GBP,"666,350.00"
FY2026-Q2,MER-RTL-GB-0029,Meridian Store London 29,SLATE,317,7,"125.897,64",GBP,"159,890.00"
FY2026-Q2,MER-RTL-GB-0029,Meridian Store London 29,CORE,277,7,"55.007,87",GBP,"69,860.00"
FY2025-Q3,MER-RTL-DE-0030,Meridian Store Munich 30,PULSE,607,18,"481.816,51",EUR,"525,180.00"
FY2025-Q3,MER-RTL-DE-0030,Meridian Store Munich 30,AURA,425,10,"497.990,83",EUR,"542,810.00"
FY2025-Q3,MER-RTL-DE-0030,Meridian Store Munich 30,SLATE,243,8,"119.403,67",EUR,"130,150.00"
FY2025-Q3,MER-RTL-DE-0030,Meridian Store Munich 30,HALO,182,6,"29.238,53",EUR,"31,870.00"
FY2025-Q4,MER-RTL-DE-0030,Meridian Store Munich 30,PULSE,661,16,"483.926,61",EUR,"527,480.00"
FY2025-Q4,MER-RTL-DE-0030,Meridian Store Munich 30,AURA,463,12,"500.376,15",EUR,"545,410.00"
FY2025-Q4,MER-RTL-DE-0030,Meridian Store Munich 30,SLATE,264,9,"119.651,38",EUR,"130,420.00"
FY2025-Q4,MER-RTL-DE-0030,Meridian Store Munich 30,HALO,198,6,"29.339,45",EUR,"31,980.00"
FY2026-Q1,MER-RTL-DE-0030,Meridian Store Munich 30,PULSE,715,17,"534.477,06",EUR,"582,580.00"
FY2026-Q1,MER-RTL-DE-0030,Meridian Store Munich 30,AURA,501,15,"552.844,04",EUR,"602,600.00"
FY2026-Q1,MER-RTL-DE-0030,Meridian Store Munich 30,SLATE,286,7,"132.348,62",EUR,"144,260.00"
FY2026-Q1,MER-RTL-DE-0030,Meridian Store Munich 30,HALO,214,5,"32.376,15",EUR,"35,290.00"
FY2026-Q2,MER-RTL-DE-0030,Meridian Store Munich 30,PULSE,769,19,"586.697,25",EUR,"639,500.00"
FY2026-Q2,MER-RTL-DE-0030,Meridian Store Munich 30,AURA,538,15,"605.917,43",EUR,"660,450.00"
FY2026-Q2,MER-RTL-DE-0030,Meridian Store Munich 30,SLATE,307,10,"144.990,83",EUR,"158,040.00"
FY2026-Q2,MER-RTL-DE-0030,Meridian Store Munich 30,HALO,230,8,"35.513,76",EUR,"38,710.00"
FY2025-Q3,MER-RTL-FR-0031,Paris Center Store,AURA,413,12,"446.339,45",EUR,"486,510.00"
FY2025-Q3,MER-RTL-FR-0031,Paris Center Store,SLATE,236,8,"106.954,13",EUR,"116,580.00"
FY2025-Q3,MER-RTL-FR-0031,Paris Center Store,HALO,177,7,"26.229,36",EUR,"28,590.00"
FY2025-Q3,MER-RTL-FR-0031,Paris Center Store,CORE,206,6,"46.678,90",EUR,"50,880.00"
FY2025-Q4,MER-RTL-FR-0031,Paris Center Store,AURA,450,13,"496.568,81",EUR,"541,260.00"
FY2025-Q4,MER-RTL-FR-0031,Paris Center Store,SLATE,257,8,"118.926,61",EUR,"129,630.00"
FY2025-Q4,MER-RTL-FR-0031,Paris Center Store,HALO,192,6,"29.045,87",EUR,"31,660.00"
FY2025-Q4,MER-RTL-FR-0031,Paris Center Store,CORE,225,5,"52.055,05",EUR,"56,740.00"
FY2026-Q1,MER-RTL-FR-0031,Paris Center Store,AURA,486,15,"547.348,62",EUR,"596,610.00"
FY2026-Q1,MER-RTL-FR-0031,Paris Center Store,SLATE,278,9,"131.293,58",EUR,"143,110.00"
FY2026-Q1,MER-RTL-FR-0031,Paris Center Store,HALO,208,8,"32.119,27",EUR,"35,010.00"
FY2026-Q1,MER-RTL-FR-0031,Paris Center Store,CORE,243,9,"57.385,32",EUR,"62,550.00"
FY2026-Q2,MER-RTL-FR-0031,Paris Center Store,AURA,523,15,"600.926,61",EUR,"655,010.00"
FY2026-Q2,MER-RTL-FR-0031,Paris Center Store,SLATE,299,7,"144.064,22",EUR,"157,030.00"
FY2026-Q2,MER-RTL-FR-0031,Paris Center Store,HALO,224,5,"35.284,40",EUR,"38,460.00"
FY2026-Q2,MER-RTL-FR-0031,Paris Center Store,CORE,261,6,"62.880,73",EUR,"68,540.00"
FY2025-Q3,MER-RTL-NL-0032,Meridian Store Tilburg 32,PULSE,574,16,"429.082,57",EUR,"467,700.00"
FY2025-Q3,MER-RTL-NL-0032,Meridian Store Tilburg 32,SLATE,229,5,"105.972,48",EUR,"115,510.00"
FY2025-Q3,MER-RTL-NL-0032,Meridian Store Tilburg 32,HALO,172,5,"26.018,35",EUR,"28,360.00"
FY2025-Q3,MER-RTL-NL-0032,Meridian Store Tilburg 32,CORE,201,5,"46.504,59",EUR,"50,690.00"
FY2025-Q4,MER-RTL-NL-0032,Meridian Store Tilburg 32,PULSE,625,16,"476.834,86",EUR,"519,750.00"
FY2025-Q4,MER-RTL-NL-0032,Meridian Store Tilburg 32,SLATE,250,8,"118.073,39",EUR,"128,700.00"
FY2025-Q4,MER-RTL-NL-0032,Meridian Store Tilburg 32,HALO,187,7,"28.871,56",EUR,"31,470.00"
FY2025-Q4,MER-RTL-NL-0032,Meridian Store Tilburg 32,CORE,218,7,"51.477,06",EUR,"56,110.00"
FY2026-Q1,MER-RTL-NL-0032,Meridian Store Tilburg 32,PULSE,676,18,"526.165,14",EUR,"573,520.00"
FY2026-Q1,MER-RTL-NL-0032,Meridian Store Tilburg 32,SLATE,270,7,"130.091,74",EUR,"141,800.00"
FY2026-Q1,MER-RTL-NL-0032,Meridian Store Tilburg 32,HALO,202,7,"31.816,51",EUR,"34,680.00"
FY2026-Q1,MER-RTL-NL-0032,Meridian Store Tilburg 32,CORE,236,8,"56.853,21",EUR,"61,970.00"
FY2026-Q2,MER-RTL-NL-0032,Meridian Store Tilburg 32,PULSE,727,19,"577.064,22",EUR,"629,000.00"
FY2026-Q2,MER-RTL-NL-0032,Meridian Store Tilburg 32,SLATE,291,8,"142.990,83",EUR,"155,860.00"
FY2026-Q2,MER-RTL-NL-0032,Meridian Store Tilburg 32,HALO,218,6,"35.018,35",EUR,"38,170.00"
FY2026-Q2,MER-RTL-NL-0032,Meridian Store Tilburg 32,CORE,254,6,"62.403,67",EUR,"68,020.00"
FY2025-Q3,MER-RTL-CN-0033,Meridian Store Shanghai 33,PULSE,559,14,"3,320,428.57",CNY,"464,860.00"
FY2025-Q3,MER-RTL-CN-0033,Meridian Store Shanghai 33,AURA,391,11,"3,428,500.00",CNY,"479,990.00"
FY2025-Q3,MER-RTL-CN-0033,Meridian Store Shanghai 33,HALO,167,4,"200,785.71",CNY,"28,110.00"
FY2025-Q3,MER-RTL-CN-0033,Meridian Store Shanghai 33,CORE,195,5,"358,500.00",CNY,"50,190.00"
FY2025-Q4,MER-RTL-CN-0033,Meridian Store Shanghai 33,PULSE,608,17,"3,684,500.00",CNY,"515,830.00"
FY2025-Q4,MER-RTL-CN-0033,Meridian Store Shanghai 33,AURA,426,11,"3,810,857.14",CNY,"533,520.00"
FY2025-Q4,MER-RTL-CN-0033,Meridian Store Shanghai 33,HALO,182,7,"223,214.29",CNY,"31,250.00"
FY2025-Q4,MER-RTL-CN-0033,Meridian Store Shanghai 33,CORE,213,5,"399,500.00",CNY,"55,930.00"
FY2026-Q1,MER-RTL-CN-0033,Meridian Store Shanghai 33,PULSE,658,18,"4,066,428.57",CNY,"569,300.00"
FY2026-Q1,MER-RTL-CN-0033,Meridian Store Shanghai 33,AURA,461,11,"4,205,642.86",CNY,"588,790.00"
FY2026-Q1,MER-RTL-CN-0033,Meridian Store Shanghai 33,HALO,197,4,"246,357.14",CNY,"34,490.00"
FY2026-Q1,MER-RTL-CN-0033,Meridian Store Shanghai 33,CORE,230,8,"439,928.57",CNY,"61,590.00"
FY2026-Q2,MER-RTL-CN-0033,Meridian Store Shanghai 33,PULSE,708,20,"4,035,571.43",CNY,"564,980.00"
FY2026-Q2,MER-RTL-CN-0033,Meridian Store Shanghai 33,AURA,495,13,"4,165,071.43",CNY,"583,110.00"
FY2026-Q2,MER-RTL-CN-0033,Meridian Store Shanghai 33,HALO,212,7,"244,571.43",CNY,"34,240.00"
FY2026-Q2,MER-RTL-CN-0033,Meridian Store Shanghai 33,CORE,247,8,"435,785.71",CNY,"61,010.00"
FY2025-Q3,MER-RTL-JP-0034,Meridian Store Osaka 34,PULSE,544,13,"71,004,615.38",JPY,"461,530.00"
FY2025-Q3,MER-RTL-JP-0034,Meridian Store Osaka 34,AURA,381,11,"73,409,230.77",JPY,"477,160.00"
FY2025-Q3,MER-RTL-JP-0034,Meridian Store Osaka 34,SLATE,217,5,"17,533,846.15",JPY,"113,970.00"
FY2025-Q3,MER-RTL-JP-0034,Meridian Store Osaka 34,CORE,190,7,"7,675,384.62",JPY,"49,890.00"
FY2025-Q4,MER-RTL-JP-0034,Meridian Store Osaka 34,PULSE,593,14,"78,932,307.69",JPY,"513,060.00"
FY2025-Q4,MER-RTL-JP-0034,Meridian Store Osaka 34,AURA,415,12,"81,544,615.38",JPY,"530,040.00"
FY2025-Q4,MER-RTL-JP-0034,Meridian Store Osaka 34,SLATE,237,6,"19,529,230.77",JPY,"126,940.00"
FY2025-Q4,MER-RTL-JP-0034,Meridian Store Osaka 34,CORE,207,8,"8,527,692.31",JPY,"55,430.00"
FY2026-Q1,MER-RTL-JP-0034,Meridian Store Osaka 34,PULSE,641,19,"78,695,384.62",JPY,"511,520.00"
FY2026-Q1,MER-RTL-JP-0034,Meridian Store Osaka 34,AURA,449,11,"81,372,307.69",JPY,"528,920.00"
FY2026-Q1,MER-RTL-JP-0034,Meridian Store Osaka 34,SLATE,256,6,"19,455,384.62",JPY,"126,460.00"
FY2026-Q1,MER-RTL-JP-0034,Meridian Store Osaka 34,CORE,224,6,"8,512,307.69",JPY,"55,330.00"
FY2026-Q2,MER-RTL-JP-0034,Meridian Store Osaka 34,PULSE,689,17,"86,369,230.77",JPY,"561,400.00"
FY2026-Q2,MER-RTL-JP-0034,Meridian Store Osaka 34,AURA,482,13,"89,192,307.69",JPY,"579,750.00"
FY2026-Q2,MER-RTL-JP-0034,Meridian Store Osaka 34,SLATE,275,9,"21,340,000.00",JPY,"138,710.00"
FY2026-Q2,MER-RTL-JP-0034,Meridian Store Osaka 34,CORE,241,6,"9,350,769.23",JPY,"60,780.00"
FY2025-Q3,MER-RTL-AU-0035,Meridian Store Sydney 35,PULSE,530,14,"694,787.88",AUD,"458,560.00"
FY2025-Q3,MER-RTL-AU-0035,Meridian Store Sydney 35,AURA,371,9,"717,939.39",AUD,"473,840.00"
FY2025-Q3,MER-RTL-AU-0035,Meridian Store Sydney 35,SLATE,212,6,"172,045.45",AUD,"113,550.00"
FY2025-Q3,MER-RTL-AU-0035,Meridian Store Sydney 35,HALO,159,3,"42,181.82",AUD,"27,840.00"
FY2025-Q4,MER-RTL-AU-0035,Meridian Store Sydney 35,PULSE,578,17,"698,848.48",AUD,"461,240.00"
FY2025-Q4,MER-RTL-AU-0035,Meridian Store Sydney 35,AURA,404,13,"721,075.76",AUD,"475,910.00"
FY2025-Q4,MER-RTL-AU-0035,Meridian Store Sydney 35,SLATE,231,5,"172,893.94",AUD,"114,110.00"
FY2025-Q4,MER-RTL-AU-0035,Meridian Store Sydney 35,HALO,173,7,"42,333.33",AUD,"27,940.00"
FY2026-Q1,MER-RTL-AU-0035,Meridian Store Sydney 35,PULSE,625,17,"771,590.91",AUD,"509,250.00"
FY2026-Q1,MER-RTL-AU-0035,Meridian Store Sydney 35,AURA,437,11,"796,393.94",AUD,"525,620.00"
FY2026-Q1,MER-RTL-AU-0035,Meridian Store Sydney 35,SLATE,250,6,"191,060.61",AUD,"126,100.00"
FY2026-Q1,MER-RTL-AU-0035,Meridian Store Sydney 35,HALO,187,5,"46,727.27",AUD,"30,840.00"
FY2026-Q2,MER-RTL-AU-0035,Meridian Store Sydney 35,PULSE,672,19,"846,727.27",AUD,"558,840.00"
FY2026-Q2,MER-RTL-AU-0035,Meridian Store Sydney 35,AURA,470,11,"874,196.97",AUD,"576,970.00"
FY2026-Q2,MER-RTL-AU-0035,Meridian Store Sydney 35,SLATE,268,7,"209,045.45",AUD,"137,970.00"
FY2026-Q2,MER-RTL-AU-0035,Meridian Store Sydney 35,HALO,201,8,"51,257.58",AUD,"33,830.00"
FY2025-Q3,MER-RTL-US-0036,Meridian Store Chicago 36,AURA,362,9,"426,440.00",USD,"426,440.00"
FY2025-Q3,MER-RTL-US-0036,Meridian Store Chicago 36,SLATE,207,7,"102,260.00",USD,"102,260.00"
FY2025-Q3,MER-RTL-US-0036,Meridian Store Chicago 36,HALO,155,3,"25,030.00",USD,"25,030.00"
FY2025-Q3,MER-RTL-US-0036,Meridian Store Chicago 36,CORE,181,5,"44,710.00",USD,"44,710.00"
FY2025-Q4,MER-RTL-US-0036,Meridian Store Chicago 36,AURA,394,9,"473,900.00",USD,"473,900.00"
FY2025-Q4,MER-RTL-US-0036,Meridian Store Chicago 36,SLATE,225,8,"113,490.00",USD,"113,490.00"
FY2025-Q4,MER-RTL-US-0036,Meridian Store Chicago 36,HALO,169,7,"27,870.00",USD,"27,870.00"
FY2025-Q4,MER-RTL-US-0036,Meridian Store Chicago 36,CORE,197,7,"49,680.00",USD,"49,680.00"
FY2026-Q1,MER-RTL-US-0036,Meridian Store Chicago 36,AURA,426,11,"522,960.00",USD,"522,960.00"
FY2026-Q1,MER-RTL-US-0036,Meridian Store Chicago 36,SLATE,243,9,"125,100.00",USD,"125,100.00"
FY2026-Q1,MER-RTL-US-0036,Meridian Store Chicago 36,HALO,182,7,"30,630.00",USD,"30,630.00"
FY2026-Q1,MER-RTL-US-0036,Meridian Store Chicago 36,CORE,213,6,"54,830.00",USD,"54,830.00"
FY2026-Q2,MER-RTL-US-0036,Meridian Store Chicago 36,AURA,459,11,"574,850.00",USD,"574,850.00"
FY2026-Q2,MER-RTL-US-0036,Meridian Store Chicago 36,SLATE,262,9,"137,600.00",USD,"137,600.00"
FY2026-Q2,MER-RTL-US-0036,Meridian Store Chicago 36,HALO,196,6,"33,650.00",USD,"33,650.00"
FY2026-Q2,MER-RTL-US-0036,Meridian Store Chicago 36,CORE,229,6,"60,140.00",USD,"60,140.00"
FY2025-Q3,MER-RTL-US-0037,Boston Flagship Store,PULSE,505,15,"411,470.00",USD,"411,470.00"
FY2025-Q3,MER-RTL-US-0037,Boston Flagship Store,SLATE,202,6,"101,890.00",USD,"101,890.00"
FY2025-Q3,MER-RTL-US-0037,Boston Flagship Store,HALO,151,4,"24,900.00",USD,"24,900.00"
FY2025-Q3,MER-RTL-US-0037,Boston Flagship Store,CORE,176,5,"44,390.00",USD,"44,390.00"
FY2025-Q4,MER-RTL-US-0037,Boston Flagship Store,PULSE,550,15,"457,380.00",USD,"457,380.00"
FY2025-Q4,MER-RTL-US-0037,Boston Flagship Store,SLATE,220,8,"113,260.00",USD,"113,260.00"
FY2025-Q4,MER-RTL-US-0037,Boston Flagship Store,HALO,165,5,"27,770.00",USD,"27,770.00"
FY2025-Q4,MER-RTL-US-0037,Boston Flagship Store,CORE,192,5,"49,420.00",USD,"49,420.00"
FY2026-Q1,MER-RTL-US-0037,Boston Flagship Store,PULSE,595,16,"504,800.00",USD,"504,800.00"
FY2026-Q1,MER-RTL-US-0037,Boston Flagship Store,SLATE,238,6,"125,000.00",USD,"125,000.00"
FY2026-Q1,MER-RTL-US-0037,Boston Flagship Store,HALO,178,6,"30,560.00",USD,"30,560.00"
FY2026-Q1,MER-RTL-US-0037,Boston Flagship Store,CORE,208,8,"54,620.00",USD,"54,620.00"
FY2026-Q2,MER-RTL-US-0037,Boston Flagship Store,PULSE,640,17,"553,730.00",USD,"553,730.00"
FY2026-Q2,MER-RTL-US-0037,Boston Flagship Store,SLATE,256,9,"137,110.00",USD,"137,110.00"
FY2026-Q2,MER-RTL-US-0037,Boston Flagship Store,HALO,192,4,"33,620.00",USD,"33,620.00"
FY2026-Q2,MER-RTL-US-0037,Boston Flagship Store,CORE,224,8,"59,990.00",USD,"59,990.00"
FY2025-Q3,MER-RTL-US-0038,Meridian Store Miami 38,PULSE,493,12,"409,980.00",USD,"409,980.00"
FY2025-Q3,MER-RTL-US-0038,Meridian Store Miami 38,AURA,345,11,"423,520.00",USD,"423,520.00"
FY2025-Q3,MER-RTL-US-0038,Meridian Store Miami 38,HALO,148,3,"24,910.00",USD,"24,910.00"
FY2025-Q3,MER-RTL-US-0038,Meridian Store Miami 38,CORE,172,4,"44,270.00",USD,"44,270.00"
FY2025-Q4,MER-RTL-US-0038,Meridian Store Miami 38,PULSE,537,14,"455,590.00",USD,"455,590.00"
FY2025-Q4,MER-RTL-US-0038,Meridian Store Miami 38,AURA,376,10,"470,900.00",USD,"470,900.00"
FY2025-Q4,MER-RTL-US-0038,Meridian Store Miami 38,HALO,161,7,"27,640.00",USD,"27,640.00"
FY2025-Q4,MER-RTL-US-0038,Meridian Store Miami 38,CORE,188,7,"49,370.00",USD,"49,370.00"
FY2026-Q1,MER-RTL-US-0038,Meridian Store Miami 38,PULSE,581,15,"502,680.00",USD,"502,680.00"
FY2026-Q1,MER-RTL-US-0038,Meridian Store Miami 38,AURA,406,13,"518,540.00",USD,"518,540.00"
FY2026-Q1,MER-RTL-US-0038,Meridian Store Miami 38,HALO,174,7,"30,470.00",USD,"30,470.00"
FY2026-Q1,MER-RTL-US-0038,Meridian Store Miami 38,CORE,203,6,"54,360.00",USD,"54,360.00"
FY2026-Q2,MER-RTL-US-0038,Meridian Store Miami 38,PULSE,625,18,"498,750.00",USD,"498,750.00"
FY2026-Q2,MER-RTL-US-0038,Meridian Store Miami 38,AURA,437,13,"514,790.00",USD,"514,790.00"
FY2026-Q2,MER-RTL-US-0038,Meridian Store Miami 38,HALO,187,4,"30,200.00",USD,"30,200.00"
FY2026-Q2,MER-RTL-US-0038,Meridian Store Miami 38,CORE,218,8,"53,850.00",USD,"53,850.00"
FY2025-Q3,MER-RTL-US-0039,Meridian Store Portland 39,PULSE,482,14,"408,930.00",USD,"408,930.00"
FY2025-Q3,MER-RTL-US-0039,Meridian Store Portland 39,AURA,337,8,"422,060.00",USD,"422,060.00"
FY2025-Q3,MER-RTL-US-0039,Meridian Store Portland 39,SLATE,192,7,"100,840.00",USD,"100,840.00"
FY2025-Q3,MER-RTL-US-0039,Meridian Store Portland 39,CORE,168,4,"44,120.00",USD,"44,120.00"
FY2025-Q4,MER-RTL-US-0039,Meridian Store Portland 39,PULSE,525,16,"454,230.00",USD,"454,230.00"
FY2025-Q4,MER-RTL-US-0039,Meridian Store Portland 39,AURA,367,9,"468,730.00",USD,"468,730.00"
FY2025-Q4,MER-RTL-US-0039,Meridian Store Portland 39,SLATE,210,7,"112,480.00",USD,"112,480.00"
FY2025-Q4,MER-RTL-US-0039,Meridian Store Portland 39,CORE,183,7,"49,010.00",USD,"49,010.00"
FY2026-Q1,MER-RTL-US-0039,Meridian Store Portland 39,PULSE,567,15,"452,470.00",USD,"452,470.00"
FY2026-Q1,MER-RTL-US-0039,Meridian Store Portland 39,AURA,397,9,"467,670.00",USD,"467,670.00"
FY2026-Q1,MER-RTL-US-0039,Meridian Store Portland 39,SLATE,227,7,"112,140.00",USD,"112,140.00"
FY2026-Q1,MER-RTL-US-0039,Meridian Store Portland 39,CORE,198,6,"48,910.00",USD,"48,910.00"
FY2026-Q2,MER-RTL-US-0039,Meridian Store Portland 39,PULSE,610,17,"497,030.00",USD,"497,030.00"
FY2026-Q2,MER-RTL-US-0039,Meridian Store Portland 39,AURA,427,11,"513,600.00",USD,"513,600.00"
FY2026-Q2,MER-RTL-US-0039,Meridian Store Portland 39,SLATE,244,9,"123,070.00",USD,"123,070.00"
FY2026-Q2,MER-RTL-US-0039,Meridian Store Portland 39,CORE,213,6,"53,720.00",USD,"53,720.00"
FY2025-Q3,MER-RTL-CA-0040,Meridian Store Vancouver 40,PULSE,471,12,"550,689.19",CAD,"407,510.00"
FY2025-Q3,MER-RTL-CA-0040,Meridian Store Vancouver 40,AURA,329,8,"567,837.84",CAD,"420,200.00"
FY2025-Q3,MER-RTL-CA-0040,Meridian Store Vancouver 40,SLATE,188,7,"136,067.57",CAD,"100,690.00"
FY2025-Q3,MER-RTL-CA-0040,Meridian Store Vancouver 40,HALO,141,6,"33,364.86",CAD,"24,690.00"
FY2025-Q4,MER-RTL-CA-0040,Meridian Store Vancouver 40,PULSE,513,12,"553,202.70",CAD,"409,370.00"
FY2025-Q4,MER-RTL-CA-0040,Meridian Store Vancouver 40,AURA,359,8,"571,486.49",CAD,"422,900.00"
FY2025-Q4,MER-RTL-CA-0040,Meridian Store Vancouver 40,SLATE,205,8,"136,851.35",CAD,"101,270.00"
FY2025-Q4,MER-RTL-CA-0040,Meridian Store Vancouver 40,HALO,153,5,"33,391.89",CAD,"24,710.00"
FY2026-Q1,MER-RTL-CA-0040,Meridian Store Vancouver 40,PULSE,555,16,"611,094.59",CAD,"452,210.00"
FY2026-Q1,MER-RTL-CA-0040,Meridian Store Vancouver 40,AURA,388,9,"630,662.16",CAD,"466,690.00"
FY2026-Q1,MER-RTL-CA-0040,Meridian Store Vancouver 40,SLATE,222,5,"151,324.32",CAD,"111,980.00"
FY2026-Q1,MER-RTL-CA-0040,Meridian Store Vancouver 40,HALO,166,6,"36,986.49",CAD,"27,370.00"
FY2026-Q2,MER-RTL-CA-0040,Meridian Store Vancouver 40,PULSE,597,15,"670,905.41",CAD,"496,470.00"
FY2026-Q2,MER-RTL-CA-0040,Meridian Store Vancouver 40,AURA,417,10,"691,770.27",CAD,"511,910.00"
FY2026-Q2,MER-RTL-CA-0040,Meridian Store Vancouver 40,SLATE,238,8,"165,567.57",CAD,"122,520.00"
FY2026-Q2,MER-RTL-CA-0040,Meridian Store Vancouver 40,HALO,179,6,"40,716.22",CAD,"30,130.00"
FY2025-Q3,MER-RTL-GB-0041,Meridian Store London 41,AURA,322,8,"298.677,17",GBP,"379,320.00"
FY2025-Q3,MER-RTL-GB-0041,Meridian Store London 41,SLATE,184,7,"71.574,80",GBP,"90,900.00"
FY2025-Q3,MER-RTL-GB-0041,Meridian Store London 41,HALO,138,3,"17.551,18",GBP,"22,290.00"
FY2025-Q3,MER-RTL-GB-0041,Meridian Store London 41,CORE,161,4,"31.314,96",GBP,"39,770.00"
FY2025-Q4,MER-RTL-GB-0041,Meridian Store London 41,AURA,351,8,"332.425,20",GBP,"422,180.00"
FY2025-Q4,MER-RTL-GB-0041,Meridian Store London 41,SLATE,200,8,"79.433,07",GBP,"100,880.00"
FY2025-Q4,MER-RTL-GB-0041,Meridian Store London 41,HALO,150,6,"19.480,31",GBP,"24,740.00"
FY2025-Q4,MER-RTL-GB-0041,Meridian Store London 41,CORE,175,4,"34.755,91",GBP,"44,140.00"
FY2026-Q1,MER-RTL-GB-0041,Meridian Store London 41,AURA,380,9,"367.314,96",GBP,"466,490.00"
FY2026-Q1,MER-RTL-GB-0041,Meridian Store London 41,SLATE,217,6,"87.960,63",GBP,"111,710.00"
FY2026-Q1,MER-RTL-GB-0041,Meridian Store London 41,HALO,162,4,"21.464,57",GBP,"27,260.00"
FY2026-Q1,MER-RTL-GB-0041,Meridian Store London 41,CORE,190,4,"38.511,81",GBP,"48,910.00"
FY2026-Q2,MER-RTL-GB-0041,Meridian Store London 41,AURA,408,12,"402.346,46",GBP,"510,980.00"
FY2026-Q2,MER-RTL-GB-0041,Meridian Store London 41,SLATE,233,7,"96.354,33",GBP,"122,370.00"
FY2026-Q2,MER-RTL-GB-0041,Meridian Store London 41,HALO,175,7,"23.661,42",GBP,"30,050.00"
FY2026-Q2,MER-RTL-GB-0041,Meridian Store London 41,CORE,204,5,"42.181,10",GBP,"53,570.00"
FY2025-Q3,MER-RTL-DE-0042,Meridian Store Munich 42,PULSE,451,14,"337.128,44",EUR,"367,470.00"
FY2025-Q3,MER-RTL-DE-0042,Meridian Store Munich 42,SLATE,180,6,"83.293,58",EUR,"90,790.00"
FY2025-Q3,MER-RTL-DE-0042,Meridian Store Munich 42,HALO,135,4,"20.422,02",EUR,"22,260.00"
FY2025-Q3,MER-RTL-DE-0042,Meridian Store Munich 42,CORE,157,6,"36.330,28",EUR,"39,600.00"
FY2025-Q4,MER-RTL-DE-0042,Meridian Store Munich 42,PULSE,491,14,"374.605,50",EUR,"408,320.00"
FY2025-Q4,MER-RTL-DE-0042,Meridian Store Munich 42,SLATE,196,5,"92.568,81",EUR,"100,900.00"
FY2025-Q4,MER-RTL-DE-0042,Meridian Store Munich 42,HALO,147,6,"22.697,25",EUR,"24,740.00"
FY2025-Q4,MER-RTL-DE-0042,Meridian Store Munich 42,CORE,171,5,"40.385,32",EUR,"44,020.00"
FY2026-Q1,MER-RTL-DE-0042,Meridian Store Munich 42,PULSE,531,15,"413.302,75",EUR,"450,500.00"
FY2026-Q1,MER-RTL-DE-0042,Meridian Store Munich 42,SLATE,212,5,"102.146,79",EUR,"111,340.00"
FY2026-Q1,MER-RTL-DE-0042,Meridian Store Munich 42,HALO,159,4,"25.045,87",EUR,"27,300.00"
FY2026-Q1,MER-RTL-DE-0042,Meridian Store Munich 42,CORE,185,7,"44.568,81",EUR,"48,580.00"
FY2026-Q2,MER-RTL-DE-0042,Meridian Store Munich 42,PULSE,571,17,"453.238,53",EUR,"494,030.00"
FY2026-Q2,MER-RTL-DE-0042,Meridian Store Munich 42,SLATE,228,6,"112.036,70",EUR,"122,120.00"
FY2026-Q2,MER-RTL-DE-0042,Meridian Store Munich 42,HALO,171,4,"27.467,89",EUR,"29,940.00"
