NOTIFICATION_ID,NOTIF_TYPE,CREATED_DATE,SUPPLIER,PART_NUMBER,PART_DESCRIPTION,LOT_NUMBER,PO_REFERENCE,QTY_INSPECTED,QTY_REJECTED,DEFECT_CODE,DEFECT_DESCRIPTION,SEVERITY,DISPOSITION,INSPECTION_SITE,STATUS,CLOSED_DATE
QN-025-04193,INCOMING_INSPECTION,2025-11-13,"Zhongshan Circuit Co., Ltd.",CMP-CBL-0409,flex ribbon cable 302,LOT-202511-51,,9050,35,DEF-DIM-03,dimension out of tolerance,MINOR,USE_AS_IS,MER-DC-NL-01,CLOSED,2025-12-08
QN-025-04194,SUPPLIER_COMPLAINT,2025-11-20,Long An Microsystems Industrial Corp.,CMP-ADH-0256,structural adhesive 149,LOT-202511-68,,19350,180,DEF-COSM-02,cosmetic scratch beyond spec,CRITICAL,SCRAP,MER-DC-DE-01,CLOSED,
QN-025-04195,SCAR,2025-11-27,Pusan Metalworks Industrial Corp.,CMP-FST-0103,torx screw 004,LOT-202511-85,4500088951,2600,50,DEF-SOLDER-01,cold solder joint on connector,MAJOR,SCRAP,MER-DC-CN-01,CLOSED,2025-12-24
QN-025-04196,INCOMING_INSPECTION,2025-12-04,TOYOHASHI GEAR MICROSYSTEMS,CMP-PCB-0236,main logic board assembly 137,LOT-202512-12,,1250,70,DEF-DIM-03,dimension out of tolerance,CRITICAL,SCRAP,MER-DC-CN-02,CLOSED,2026-01-01
QN-025-04197,INCOMING_INSPECTION,2025-12-11,HSINCHU CIRCUIT,CMP-CAM-0437,camera module 338,LOT-202512-29,,11300,455,DEF-COSM-02,cosmetic scratch beyond spec,CRITICAL,RETURN_TO_VENDOR,MER-DC-JP-01,CLOSED,2026-01-09
QN-025-04198,SUPPLIER_COMPLAINT,2025-12-18,Yokohama Kiyo Microsystems Corporation,CMP-PCB-0284,main logic board assembly 185,LOT-202512-46,,5000,5,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,SCRAP,MER-DC-GB-01,CLOSED,2026-01-17
QN-025-04199,SCAR,2025-12-25,"Daegu Metalworks Industry Co., Ltd.",CMP-DSP-0331,OLED display module 232,LOT-202512-63,,3550,45,DEF-DIM-03,dimension out of tolerance,MAJOR,USE_AS_IS,MER-DC-MX-01,CLOSED,2026-01-25
QN-026-04200,INCOMING_INSPECTION,2026-01-01,"Kobe Mira Optics Industry Co., Ltd.",CMP-BAT-0178,Li-ion battery pack 079,LOT-202601-80,4500087407,1400,15,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,RETURN_TO_VENDOR,MER-DC-SG-01,CLOSED,2026-02-02
QN-026-04201,INCOMING_INSPECTION,2026-01-08,"Pingtung Energy Co., Ltd.",CMP-CBL-0425,flex ribbon cable 326,LOT-202601-97,4500087377,8350,15,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,REWORK,MER-3PL-US-01,CLOSED,2026-02-10
QN-026-04202,SUPPLIER_COMPLAINT,2026-01-15,Nagoya Polymer Industrial Corp.,CMP-ADH-0272,structural adhesive 173,LOT-202601-24,,15700,480,DEF-ELEC-04,fails electrical continuity test,CRITICAL,USE_AS_IS,MER-3PL-PL-02,CLOSED,2026-02-18
QN-026-04203,SCAR,2026-01-22,Wuxi Crane Electronics Industrial Corp.,CMP-FST-0319,torx screw 212,LOT-202601-41,,12100,25,DEF-ELEC-04,fails electrical continuity test,MAJOR,SCRAP,MER-3PL-MY-03,CLOSED,2026-02-26
QN-026-04204,INCOMING_INSPECTION,2026-01-29,Taoyuan Optics Joint Stock Company,CMP-ENC-0206,machined housing 107,LOT-202601-58,,13950,480,DEF-COSM-02,cosmetic scratch beyond spec,CRITICAL,USE_AS_IS,MER-DC-US-01,CLOSED,2026-03-06
QN-026-04205,INCOMING_INSPECTION,2026-02-05,Xiamen Harbor Energy Inc.,CMP-CAM-0454,camera module 355,LOT-202602-75,4500088754,1100,0,DEF-DIM-03,dimension out of tolerance,MINOR,USE_AS_IS,MER-DC-US-02,OPEN,N/A
QN-026-04206,SUPPLIER_COMPLAINT,2026-02-12,Foshan Ridge Polymer Corporation,CMP-PCB-0501,main logic board assembly 402,LOT-202602-92,4500087676,4150,65,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,SCRAP,MER-DC-US-03,OPEN,NULL
QN-026-04207,SCAR,2026-02-19,"Tianjin Gate Electronics Industry Co., Ltd.",CMP-DSP-0347,OLED display module 248,LOT-202602-19,,14550,230,DEF-SWELL-06,cell pouch deformation observed,MAJOR,RETURN_TO_VENDOR,MER-DC-US-04,OPEN,
QN-026-04208,INCOMING_INSPECTION,2026-02-26,"Quang Nam Precision Industry Co., Ltd.",CMP-BAT-0194,Li-ion battery pack 095,LOT-202602-36,,19100,155,DEF-PKG-05,packaging damaged in transit,MAJOR,USE_AS_IS,MER-DC-US-05,OPEN,NULL
QN-026-04209,INCOMING_INSPECTION,2026-03-05,"Kunshan Components Co., Ltd.",CMP-CBL-0441,FLEX RIBBON CABLE 342,LOT-202603-53,,13700,5,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,REWORK,MER-DC-US-06,OPEN,N/A
QN-026-04210,SUPPLIER_COMPLAINT,2026-03-12,Gumi Tooling Industrial Corp.,CMP-ADH-0288,structural adhesive 189,LOT-202603-70,4500087684,8750,20,DEF-SOLDER-01,cold solder joint on connector,MINOR,REWORK,MER-DC-NL-01,OPEN,
QN-026-04211,SCAR,2026-03-19,Suzhou Brightway Electronics (Metro),CMP-FST-0375,torx screw 276,LOT-202603-87,4500088879,19700,185,DEF-DIM-03,dimension out of tolerance,MAJOR,REWORK,MER-DC-DE-01,CLOSED,2026-04-01
QN-026-04212,INCOMING_INSPECTION,2026-03-26,Osaka Meiwa Precision Joint Stock Company,MRO-GEN-0728,maintenance supply item 28,LOT-202603-14,,4250,250,DEF-SOLDER-01,cold solder joint on connector,CRITICAL,SCRAP,MER-DC-CN-01,OPEN,NULL
QN-026-04213,INCOMING_INSPECTION,2026-04-02,Sendai Components Inc.,CMP-CAM-0470,camera module 371,LOT-202604-31,,17750,30,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,REWORK,MER-DC-CN-02,OPEN,
QN-026-04214,SUPPLIER_COMPLAINT,2026-04-09,Nara Tooling Corporation,CMP-PCB-0316,main logic board assembly 217,LOT-202604-48,,4500,40,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,USE_AS_IS,MER-DC-JP-01,CLOSED,2026-04-25
QN-026-04215,SCAR,2026-04-16,"Miaoli Acoustics Industry Co., Ltd.",CMP-DSP-0363,OLED display module 264,LOT-202604-65,4500089647,1650,0,DEF-SWELL-06,cell pouch deformation observed,MINOR,USE_AS_IS,MER-DC-GB-01,CLOSED,2026-05-03
QN-026-04216,INCOMING_INSPECTION,2026-04-23,"Yilan Display Industry Co., Ltd.",CMP-BAT-0210,Li-ion battery pack 111,LOT-202604-82,4500089605,17600,70,DEF-SOLDER-01,cold solder joint on connector,MINOR,SCRAP,MER-DC-MX-01,CLOSED,2026-05-11
QN-026-04217,INCOMING_INSPECTION,2026-04-30,"Ningbo Anchor Circuit Co., Ltd.",CMP-CBL-0458,FLEX RIBBON CABLE 359,LOT-202604-99,,4300,245,DEF-ELEC-04,fails electrical continuity test,CRITICAL,SCRAP,MER-DC-SG-01,OPEN,N/A
QN-026-04218,SUPPLIER_COMPLAINT,2026-05-07,Zhangzhou Reed Display (Shanghai),CMP-ENC-0302,machined housing 203,LOT-202605-26,,14350,405,DEF-ELEC-04,fails electrical continuity test,CRITICAL,REWORK,MER-3PL-US-01,CLOSED,2026-05-27
QN-026-04219,SCAR,2026-05-14,Hanoi Lotus Acoustics Industrial Corp.,CMP-FST-0191,torx screw 092,LOT-202605-43,,12800,25,DEF-SOLDER-01,cold solder joint on connector,MINOR,SCRAP,MER-3PL-PL-02,OPEN,
QN-026-04220,INCOMING_INSPECTION,2026-05-21,QINGDAO PEARL DISPLAY JOINT STOCK COMPANY,CMP-ENC-0238,machined housing 131,LOT-202605-60,4500089855,3150,185,DEF-DIM-03,dimension out of tolerance,CRITICAL,USE_AS_IS,MER-3PL-MY-03,OPEN,NULL
QN-026-04221,INCOMING_INSPECTION,2026-05-28,Hefei Summit Circuit Inc.,CMP-CAM-0486,camera module 387,LOT-202605-77,4500089617,5750,15,DEF-PKG-05,packaging damaged in transit,MINOR,REWORK,MER-DC-US-01,CLOSED,2026-06-20
QN-026-04222,SUPPLIER_COMPLAINT,2026-06-04,Vinh Phuc Microsystems Corporation,CMP-PCB-0132,MAIN LOGIC BOARD ASSEMBLY 033,LOT-202606-94,,10850,45,DEF-SOLDER-01,cold solder joint on connector,MINOR,SCRAP,MER-DC-US-02,OPEN,
QN-025-04223,SCAR,2025-01-07,"Cheonan Metalworks Industry Co., Ltd.",CMP-DSP-0379,OLED display module 280,LOT-202501-21,,1650,0,DEF-DIM-03,dimension out of tolerance,MAJOR,SCRAP,MER-DC-US-03,CLOSED,2025-02-01
QN-025-04224,INCOMING_INSPECTION,2025-01-14,"Hsinchu Optics Industry Co., Ltd.",MRO-GEN-0716,maintenance supply item 16,LOT-202501-38,,7000,105,DEF-SOLDER-01,cold solder joint on connector,MAJOR,SCRAP,MER-DC-US-04,CLOSED,2025-02-09
QN-025-04225,INCOMING_INSPECTION,2025-01-21,"Bac Ninh Crown Metalworks Industry Co., Ltd.",CMP-DSP-0323,OLED display module 224,LOT-202501-55,,19400,480,DEF-DIM-03,dimension out of tolerance,CRITICAL,USE_AS_IS,MER-DC-US-05,CLOSED,2025-02-17
QN-025-04226,SUPPLIER_COMPLAINT,2025-01-28,Dongguan Rixin Microsystems Industrial Corp,CMP-ADH-0360,STRUCTURAL ADHESIVE 261,LOT-202501-72,4500087411,10150,160,DEF-PKG-05,packaging damaged in transit,MAJOR,USE_AS_IS,MER-DC-US-06,CLOSED,2025-02-25
QN-025-04227,SCAR,2025-02-04,Tainan Metalworks Industrial Corp.,CMP-FST-0407,torx screw 308,LOT-202502-89,,2400,0,DEF-SOLDER-01,cold solder joint on connector,MINOR,SCRAP,MER-DC-NL-01,CLOSED,2025-03-05
QN-025-04228,INCOMING_INSPECTION,2025-02-11,Kyoto Hana Optics Joint Stock Company,CMP-ENC-0254,machined housing 155,LOT-202502-16,,6400,20,DEF-ELEC-04,fails electrical continuity test,MINOR,REWORK,MER-DC-DE-01,CLOSED,2025-03-13
QN-025-04229,INCOMING_INSPECTION,2025-02-18,Chiayi Energy Inc.,CMP-CAM-0301,camera module 194,LOT-202502-33,,12000,40,DEF-DIM-03,dimension out of tolerance,MINOR,RETURN_TO_VENDOR,MER-DC-CN-01,CLOSED,2025-03-21
QN-025-04230,SUPPLIER_COMPLAINT,2025-02-25,Jiaxing Polymer Corporation,CMP-PCB-0148,MAIN LOGIC BOARD ASSEMBLY 041,LOT-202502-50,4500088098,7850,75,DEF-SWELL-06,cell pouch deformation observed,MAJOR,REWORK,MER-DC-CN-02,CLOSED,2025-03-29
QN-025-04231,SCAR,2025-03-04,"Taoyuan Electronics Industry Co., Ltd.",CMP-DSP-0195,OLED display module 096,LOT-202503-67,4500089501,2650,15,DEF-ELEC-04,fails electrical continuity test,MAJOR,REWORK,MER-DC-JP-01,CLOSED,2025-04-06
QN-025-04232,INCOMING_INSPECTION,2025-03-11,"Xiamen Harbor Precision Industry Co., Ltd.",CMP-BAT-0242,Li-ion battery pack 143,LOT-202503-84,,12300,200,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,SCRAP,MER-DC-GB-01,CLOSED,2025-04-14
QN-025-04233,INCOMING_INSPECTION,2025-03-18,Volta Energy Co Ltd,CMP-CBL-0129,flex ribbon cable 030,LOT-202503-11,,2600,35,DEF-DIM-03,dimension out of tolerance,MAJOR,RETURN_TO_VENDOR,MER-DC-MX-01,CLOSED,2025-04-22
QN-025-04234,SUPPLIER_COMPLAINT,2025-03-25,Da Nang Polymer Industrial Corp.,CMP-ADH-0176,structural adhesive 077,LOT-202503-28,,5100,20,DEF-ELEC-04,fails electrical continuity test,MINOR,REWORK,MER-DC-SG-01,CLOSED,2025-04-30
QN-025-04235,SCAR,2025-04-01,Haiphong Electronics Industrial Corp.,CMP-FST-0423,torx screw 324,LOT-202504-45,4500089385,15700,55,DEF-DIM-03,dimension out of tolerance,MAJOR,RETURN_TO_VENDOR,MER-3PL-US-01,CLOSED,2025-05-08
QN-025-04236,INCOMING_INSPECTION,2025-04-08,Can Tho Precision Joint Stock Company,CMP-ENC-0270,machined housing 171,LOT-202504-62,4500088249,18300,35,DEF-PKG-05,packaging damaged in transit,MINOR,USE_AS_IS,MER-3PL-PL-02,CLOSED,2025-05-16
QN-025-04237,INCOMING_INSPECTION,2025-04-15,Jeonju Components Inc.,CMP-CAM-0117,camera module 018,LOT-202504-79,,8350,15,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,REWORK,MER-3PL-MY-03,CLOSED,2025-05-24
QN-025-04238,SUPPLIER_COMPLAINT,2025-04-22,Suzhou Brightway Tooling Corporation,CMP-PCB-0364,main logic board assembly 257,LOT-202504-96,,2250,25,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,REWORK,MER-DC-US-01,CLOSED,2025-06-01
QN-025-04239,SCAR,2025-04-29,"Osaka Meiwa Acoustics Industry Co., Ltd.",CMP-DSP-0411,OLED display module 312,LOT-202504-23,,2050,5,DEF-DIM-03,dimension out of tolerance,MINOR,REWORK,MER-DC-US-02,CLOSED,2025-06-09
QN-025-04240,INCOMING_INSPECTION,2025-05-06,"Hailong Precision Industry Co., Ltd.",CMP-DSP-0451,6.7-inch OLED display module,LOT-202505-40,4500087990,1400,85,DEF-COSM-07,cosmetic scratch beyond spec,CRITICAL,SCRAP,MER-DC-US-03,CLOSED,2025-05-18
QN-025-04241,INCOMING_INSPECTION,2025-05-13,Chengdu Skylark Components,CMP-CBL-0345,flex ribbon cable 246,LOT-202505-57,4500089076,4550,90,DEF-PKG-05,packaging damaged in transit,CRITICAL,RETURN_TO_VENDOR,MER-DC-US-04,CLOSED,2025-05-26
QN-025-04242,SUPPLIER_COMPLAINT,2025-05-20,KAOHSIUNG TOOLING INDUSTRIAL CORP.,CMP-ADH-0192,structural adhesive 093,LOT-202505-74,,10450,30,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,USE_AS_IS,MER-DC-US-05,CLOSED,2025-06-03
QN-025-04243,SCAR,2025-05-27,Keelung Acoustics Industrial Corp.,CMP-FST-0439,torx screw 340,LOT-202505-91,,6550,0,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,USE_AS_IS,MER-DC-US-06,CLOSED,2025-06-11
QN-025-04244,INCOMING_INSPECTION,2025-06-03,Changshu Display Joint Stock Company,CMP-ENC-0286,machined housing 187,LOT-202506-18,,8150,0,DEF-SOLDER-01,cold solder joint on connector,MINOR,USE_AS_IS,MER-DC-NL-01,CLOSED,2025-06-19
QN-025-04245,INCOMING_INSPECTION,2025-06-10,Nantong Circuit Inc.,CMP-CAM-0333,camera module 234,LOT-202506-35,4500087263,16850,90,DEF-SWELL-06,cell pouch deformation observed,MAJOR,REWORK,MER-DC-DE-01,CLOSED,2025-06-27
QN-025-04246,SUPPLIER_COMPLAINT,2025-06-17,Hanoi Lotus Microsystems Corporation,CMP-PCB-0180,main logic board assembly 081,LOT-202506-52,4500088226,15150,180,DEF-ELEC-04,fails electrical continuity test,MAJOR,USE_AS_IS,MER-DC-CN-01,CLOSED,2025-07-05
QN-025-04247,SCAR,2025-06-24,Changwon Delta Circuit Inc.,CMP-CAM-0389,camera module 290,LOT-202506-69,,18400,255,DEF-SWELL-06,cell pouch deformation observed,MAJOR,SCRAP,MER-DC-CN-02,CLOSED,2025-07-13
QN-025-04248,INCOMING_INSPECTION,2025-07-01,"Pusan Display Industry Co, Ltd",CMP-BAT-0515,Li-ion battery pack 416,LOT-202507-86,,11300,5,DEF-DIM-03,dimension out of tolerance,MINOR,RETURN_TO_VENDOR,MER-DC-JP-01,CLOSED,2025-07-21
QN-025-04249,INCOMING_INSPECTION,2025-07-08,"Incheon Circuit Co., Ltd.",CMP-CBL-0361,flex ribbon cable 262,LOT-202507-13,,6050,85,DEF-ELEC-04,fails electrical continuity test,MAJOR,SCRAP,MER-DC-GB-01,CLOSED,2025-07-29
QN-025-04250,SUPPLIER_COMPLAINT,2025-07-15,Binh Duong Microsystems Industrial Corp.,CMP-ADH-0208,structural adhesive 109,LOT-202507-30,4500088014,2900,5,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,USE_AS_IS,MER-DC-MX-01,CLOSED,2025-08-06
QN-025-04251,SCAR,2025-07-22,Gwangju Metalworks Industrial Corp.,MRO-GEN-0729,maintenance supply item 29,LOT-202507-47,4500089744,2750,25,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,REWORK,MER-DC-SG-01,CLOSED,2025-08-14
QN-025-04252,INCOMING_INSPECTION,2025-07-29,Sapporo Optics Joint Stock Company,CMP-ENC-0102,machined housing 003,LOT-202507-64,,8800,10,DEF-SOLDER-01,cold solder joint on connector,MINOR,RETURN_TO_VENDOR,MER-3PL-US-01,CLOSED,2025-08-22
QN-025-04253,INCOMING_INSPECTION,2025-08-05,Dongguan Rixin Energy Inc.,CMP-CAM-0349,CAMERA MODULE 250,LOT-202508-81,,1450,0,DEF-SOLDER-01,cold solder joint on connector,MAJOR,RETURN_TO_VENDOR,MER-3PL-PL-02,CLOSED,2025-08-30
QN-025-04254,SUPPLIER_COMPLAINT,2025-08-12,Quanzhou Apex Optics Joint Stock Company,CMP-BAT-0410,Li-ion battery pack 311,LOT-202508-98,,12250,140,DEF-SOLDER-01,cold solder joint on connector,MAJOR,REWORK,MER-3PL-MY-03,CLOSED,2025-09-07
QN-025-04255,SCAR,2025-08-19,"Nagoya Metalworks Industry Co., Ltd.",CMP-DSP-0484,OLED display module 385,LOT-202508-25,4500087980,13000,225,DEF-SWELL-06,cell pouch deformation observed,MAJOR,RETURN_TO_VENDOR,MER-DC-US-01,CLOSED,2025-09-15
QN-025-04256,INCOMING_INSPECTION,2025-08-26,Wuxi Crane Optics (Shanghai),CMP-BAT-0130,Li-ion battery pack 023,LOT-202508-42,4500087463,12250,50,DEF-ELEC-04,fails electrical continuity test,MINOR,REWORK,MER-DC-US-02,CLOSED,2025-09-23
QN-025-04257,INCOMING_INSPECTION,2025-09-02,"Taichung Energy Co., Ltd.",CMP-CBL-0377,flex ribbon cable 278,LOT-202509-59,,14500,35,DEF-SOLDER-01,cold solder joint on connector,MINOR,REWORK,MER-DC-US-03,CLOSED,2025-10-01
QN-025-04258,SUPPLIER_COMPLAINT,2025-09-09,Shaoxing Polymer Industrial Corp.,CMP-ADH-0224,structural adhesive 125,LOT-202509-76,,6550,125,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,SCRAP,MER-DC-US-04,CLOSED,2025-10-09
QN-025-04259,SCAR,2025-09-16,Dalian Crest Electronics Industrial Corp.,CMP-FST-0472,torx screw 373,LOT-202509-93,,16950,275,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,SCRAP,MER-DC-US-05,CLOSED,2025-10-17
QN-025-04260,INCOMING_INSPECTION,2025-09-23,Volta Precision Joint Stock Company,CMP-ENC-0118,machined housing 019,LOT-202509-20,4500087148,14900,60,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,SCRAP,MER-DC-US-06,CLOSED,2025-10-25
QN-025-04261,INCOMING_INSPECTION,2025-09-30,Da Nang Components Inc.,CMP-CAM-0365,camera module 266,LOT-202509-37,4500088852,4450,45,DEF-PKG-05,packaging damaged in transit,MAJOR,USE_AS_IS,MER-DC-NL-01,CLOSED,2025-11-02
QN-025-04262,SUPPLIER_COMPLAINT,2025-10-07,Kunshan Polymer Corporation,CMP-PCB-0252,main logic board assembly 153,LOT-202510-54,,16400,230,DEF-DIM-03,dimension out of tolerance,MAJOR,REWORK,MER-DC-DE-01,CLOSED,2025-11-10
QN-025-04263,SCAR,2025-10-14,Gumi  Electronics Industry Co. Ltd,CMP-DSP-0500,OLED display module 393,LOT-202510-71,,13100,20,DEF-PKG-05,packaging damaged in transit,MINOR,RETURN_TO_VENDOR,MER-DC-CN-01,CLOSED,2025-11-18
QN-025-04264,INCOMING_INSPECTION,2025-10-21,"Ulsan Precision Industry Co., Ltd.",CMP-BAT-0146,Li-ion battery pack 047,LOT-202510-88,,2900,5,DEF-ELEC-04,fails electrical continuity test,MINOR,USE_AS_IS,MER-DC-CN-02,CLOSED,2025-11-26
QN-025-04265,INCOMING_INSPECTION,2025-10-28,"Suwon Components Co., Ltd.",CMP-CBL-0393,flex ribbon cable 294,LOT-202510-15,4500087350,6450,20,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,USE_AS_IS,MER-DC-JP-01,CLOSED,2025-12-04
QN-025-04266,SUPPLIER_COMPLAINT,2025-11-04,Fukuoka Tooling Industrial Corp.,CMP-ADH-0240,structural adhesive 141,LOT-202511-32,4500088205,10300,20,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,SCRAP,MER-DC-GB-01,CLOSED,2025-12-12
QN-025-04267,SCAR,2025-11-11,Hailong Acoustics Industrial Corp.,CMP-FST-0488,torx screw 389,LOT-202511-49,,13650,240,DEF-COSM-07,cosmetic scratch beyond spec,CRITICAL,SCRAP,MER-DC-MX-01,CLOSED,2025-12-20
QN-025-04268,INCOMING_INSPECTION,2025-11-18,Chengdu Skylark Display Joint Stock Company,CMP-ENC-0134,MACHINED HOUSING 035,LOT-202511-66,,750,10,DEF-SOLDER-01,cold solder joint on connector,MAJOR,RETURN_TO_VENDOR,MER-DC-SG-01,CLOSED,2025-12-28
QN-025-04269,INCOMING_INSPECTION,2025-11-25,Hue Amber Acoustics,CMP-FST-0456,torx screw 357,LOT-202511-83,,12400,30,DEF-DIM-03,dimension out of tolerance,MINOR,USE_AS_IS,MER-3PL-US-01,CLOSED,2026-01-05
QN-025-04270,SUPPLIER_COMPLAINT,2025-12-02,Ningbo Anchor Tooling Corporation,CMP-PCB-0268,main logic board assembly 169,LOT-202512-10,4500087436,19350,70,DEF-SOLDER-01,cold solder joint on connector,MINOR,RETURN_TO_VENDOR,MER-3PL-PL-02,CLOSED,2025-12-14
QN-025-04271,SCAR,2025-12-09,Zhuhai Coral Acoustics,CMP-DSP-0315,OLED display module 216,LOT-202512-27,4500087715,7950,20,DEF-ELEC-04,fails electrical continuity test,MAJOR,RETURN_TO_VENDOR,MER-3PL-MY-03,CLOSED,2025-12-22
QN-025-04272,INCOMING_INSPECTION,2025-12-16,"Hangzhou Lake Display Industry Co., Ltd.",MRO-GEN-0708,maintenance supply item 08,LOT-202512-44,,9850,190,DEF-SWELL-06,cell pouch deformation observed,MAJOR,SCRAP,MER-DC-US-01,CLOSED,2025-12-30
QN-025-04273,INCOMING_INSPECTION,2025-12-23,"Zhongshan Circuit Co., Ltd.",CMP-CBL-0409,flex ribbon cable 302,LOT-202512-61,,16200,25,DEF-SWELL-06,cell pouch deformation observed,MINOR,SCRAP,MER-DC-US-02,CLOSED,2026-01-07
QN-025-04274,SUPPLIER_COMPLAINT,2025-12-30,Long An Microsystems Industrial Corp.,CMP-ADH-0256,structural adhesive 149,LOT-202512-78,,10500,190,DEF-SOLDER-01,cold solder joint on connector,MAJOR,SCRAP,MER-DC-US-03,CLOSED,2026-01-15
QN-026-04275,SCAR,2026-01-06,Pusan Metalworks Industrial Corp.,CMP-FST-0504,torx screw 405,LOT-202601-95,4500087776,8200,15,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,REWORK,MER-DC-US-04,CLOSED,2026-01-23
QN-026-04276,INCOMING_INSPECTION,2026-01-13,Toyohashi Gear Microsystems Industrial Corp.,CMP-PCB-0477,main logic board assembly 378,LOT-202601-22,,3500,40,DEF-DIM-03,dimension out of tolerance,MAJOR,USE_AS_IS,MER-DC-US-05,CLOSED,2026-01-31
QN-026-04277,INCOMING_INSPECTION,2026-01-20,Hsinchu Circuit,CMP-CAM-0437,camera module 338,LOT-202601-39,,12300,25,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,REWORK,MER-DC-US-06,CLOSED,2026-02-08
QN-026-04278,SUPPLIER_COMPLAINT,2026-01-27,Yokohama Kiyo Microsystems Corporation,CMP-PCB-0284,main logic board assembly 185,LOT-202601-56,,9250,60,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,REWORK,MER-DC-NL-01,CLOSED,2026-02-16
QN-026-04279,SCAR,2026-02-03,"Daegu Metalworks Industry Co., Ltd.",CMP-DSP-0131,OLED display module 032,LOT-202602-73,,7350,30,DEF-SOLDER-01,cold solder joint on connector,MINOR,SCRAP,MER-DC-DE-01,CLOSED,2026-02-24
QN-026-04280,INCOMING_INSPECTION,2026-02-10,"Kobe Mira Optics Industry Co., Ltd.",CMP-BAT-0178,Li-ion battery pack 079,LOT-202602-90,4500087407,10150,130,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,SCRAP,MER-DC-CN-01,OPEN,NULL
QN-026-04281,INCOMING_INSPECTION,2026-02-17,"Pingtung Energy Co., Ltd.",CMP-CBL-0425,flex ribbon cable 326,LOT-202602-17,4500087377,7100,15,DEF-ELEC-04,fails electrical continuity test,MINOR,SCRAP,MER-DC-CN-02,CLOSED,2026-03-12
QN-026-04282,SUPPLIER_COMPLAINT,2026-02-24,Nagoya Polymer Industrial Corp.,CMP-ADH-0272,structural adhesive 173,LOT-202602-34,,11000,205,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,RETURN_TO_VENDOR,MER-DC-JP-01,OPEN,
QN-026-04283,SCAR,2026-03-03,Wuxi Crane Electronics Industrial Corp.,CMP-FST-0319,torx screw 212,LOT-202603-51,,18150,315,DEF-ELEC-04,fails electrical continuity test,MAJOR,USE_AS_IS,MER-DC-GB-01,CLOSED,2026-03-28
QN-026-04284,INCOMING_INSPECTION,2026-03-10,Taoyuan Optics,CMP-ENC-0206,machined housing 107,LOT-202603-68,,7250,70,DEF-SWELL-06,cell pouch deformation observed,MAJOR,SCRAP,MER-DC-MX-01,OPEN,NULL
QN-026-04285,INCOMING_INSPECTION,2026-03-17,Xiamen Harbor Energy Inc.,CMP-CAM-0454,camera module 355,LOT-202603-85,4500089901,8250,25,DEF-SOLDER-01,cold solder joint on connector,MINOR,USE_AS_IS,MER-DC-SG-01,CLOSED,2026-04-13
QN-026-04286,SUPPLIER_COMPLAINT,2026-03-24,Foshan Ridge Polymer Corporation,CMP-PCB-0300,main logic board assembly 201,LOT-202603-12,4500089550,18250,85,DEF-ELEC-04,fails electrical continuity test,MAJOR,RETURN_TO_VENDOR,MER-3PL-US-01,OPEN,NULL
QN-026-04287,SCAR,2026-03-31,"Tianjin Gate Electronics Industry Co., Ltd.",CMP-DSP-0347,OLED display module 248,LOT-202603-29,,3300,15,DEF-SOLDER-01,cold solder joint on connector,MAJOR,SCRAP,MER-3PL-PL-02,OPEN,N/A
QN-026-04288,INCOMING_INSPECTION,2026-04-07,"Quang Nam Precision Industry Co., Ltd.",CMP-BAT-0194,Li-ion battery pack 095,LOT-202604-46,,11250,85,DEF-DIM-03,dimension out of tolerance,MAJOR,USE_AS_IS,MER-3PL-MY-03,OPEN,
QN-026-04289,INCOMING_INSPECTION,2026-04-14,"Kunshan Components Co., Ltd.",CMP-CBL-0441,flex ribbon cable 342,LOT-202604-63,,18900,480,DEF-PKG-05,packaging damaged in transit,CRITICAL,SCRAP,MER-DC-US-01,CLOSED,2026-05-15
QN-026-04290,SUPPLIER_COMPLAINT,2026-04-21,Gumi Tooling Industrial Corp.,CMP-ADH-0288,structural adhesive 189,LOT-202604-80,4500089562,10900,20,DEF-PKG-05,packaging damaged in transit,MINOR,REWORK,MER-DC-US-02,CLOSED,2026-05-23
