TICKET_ID,CREATED_TS,CHANNEL,CUSTOMER_COUNTRY,PRODUCT_DESCRIPTION_RAW,SERIAL_NUMBER,PURCHASE_STORE,ISSUE_CATEGORY,SUBJECT,DESCRIPTION,STATUS,RESOLUTION_CODE,RESOLVED_DATE,CSAT_SCORE
TCK-300710,2026-05-01T14:50:00-07:00,EMAIL,AU,Meridian Slate 10 Pro 128GB Blue,SLT1022490G,,BATTERY,Battery issue with Slate 10 Pro 128GB Blue,"Hello, my slate 10 pro 128gb blue has been draining within two hours since last week. Very disappointed.",NEW,NO_FAULT_FOUND,2026-05-11,1
TCK-300711,2026-05-04T15:57:00+01:00,PHONE,JP,SlateMini256GBBlack 256,SLTMN30409H,,BATTERY,Battery issue with Slate Mini 256GB Black,Device draining within two hours. Serial sticker is worn but it is a Meridian Slate Mini 256GB Black.,IN_PROGRESS,,NULL,4
TCK-300712,2026-05-07T16:04:00+09:00,STORE,US,my meridian tablet,SLTKD38328K,,AUDIO,Audio issue with Slate Kids 256GB Silver,The SlateKids256GBSilver 256 I purchased keeps losing the left channel. Please advise on warranty options.,IN_PROGRESS,REFUND,2026-05-10,2
TCK-300713,2026-05-07T16:04:00+09:00,EMAIL,US,halo max black,HLOMX46247M,,AUDIO,Audio issue with Halo Max Black,My my meridian speaker stopped losing the left channel after the last update. I bought it at the store and it is only 1 months old.,NEW,REPAIRED,2026-05-11,5
TCK-300714,2026-05-13T18:18:00Z,STORE,US,halo studio silver,HLOST54166N,Meridian Store Austin 25,CONNECTIVITY,Connectivity issue with Halo Studio Silver,Device losing 5G signal. Serial sticker is worn but it is a halo studio silver.,RESOLVED,REPLACED,2026-05-18,
TCK-300715,2026-05-16T08:25:00+08:00,EMAIL,US,,HLOH162085P,,BATTERY,Battery issue with Halo Home Blue,After charging overnight the halo home blue started not holding a charge. The unit feels warm.,IN_PROGRESS,REFUND,2026-05-22,1
TCK-300716,2026-05-19T09:32:00-07:00,PHONE,AU,CoreWatch2Green,CRW2070004Q,,BATTERY,Battery issue with Core Watch 2 Green,After charging overnight the Meridian Core Watch 2 Green started not holding a charge. The unit feels warm.,RESOLVED,,N/A,4
TCK-300717,2026-05-22T10:39:00+01:00,CHAT,JP,my meridian watch,CRBND77923R,,SHIPPING_DAMAGE,Shipping Damage issue with Core Band Black,After charging overnight the device started delivered with a cracked corner. The unit feels warm.,RESOLVED,NO_FAULT_FOUND,2026-05-30,2
TCK-300718,2026-05-25T11:46:00+09:00,EMAIL,CN,core watch 4 pro silver,CRW4P85842S,,SOFTWARE,Software issue with Core Watch 4 Pro Silver,After charging overnight the device started stuck on the update screen. The unit feels warm.,IN_PROGRESS,REPLACED,2026-06-03,5
TCK-300719,2026-05-28T12:53:00-05:00,PHONE,NL,pulse 7 128gb blue,PLS7093761T,,DISPLAY,Display issue with Pulse 7 128GB Blue,Device going black randomly. Serial sticker is worn but it is a device.,NEW,REPLACED,2026-06-07,3
TCK-300720,2026-05-31T13:00:00Z,PHONE,US,Meridian Pulse 8 256GB Black,,,SOFTWARE,Software issue with Pulse 8 256GB Black,The pulse 8 256gb black I purchased keeps stuck on the update screen. Please advise on warranty options.,NEW,REPLACED,2026-06-02,
TCK-300721,2026-06-03T14:07:00+08:00,EMAIL,US,Pulse8Lite256GBSilver 256,PLS8L09599V,Meridian Store Chicago 12,CONNECTIVITY,Connectivity issue with Pulse 8 Lite 256GB Silver,Our IT team sees the Meridian Pulse 8 Lite 256GB Silver dropping wifi on multiple units we deployed.,IN_PROGRESS,,,4
TCK-300722,2026-06-06T15:14:00-07:00,CHAT,AU,my meridian phone,PLS9P17518W,,OTHER,Other issue with Pulse 9 Pro 256GB Blue,The Pulse9Pro256GBBlue 256 I purchased keeps behaving oddly. Please advise on warranty options.,NEW,REFUND,2026-06-10,2
TCK-300723,2026-06-09T16:21:00+01:00,PHONE,JP,pullse x fold 128gb black,PLSXF25437X,,BATTERY,Battery issue with Pulse X Fold 128GB Black,"Hello, my my meridian phone has been not holding a charge since last week. Very disappointed.",NEW,NO_FAULT_FOUND,2026-06-14,5
TCK-300724,2025-06-15T17:28:00+09:00,EMAIL,CN,pulse 6 pro 128gb silver,PLS6P33356Y,,SOFTWARE,Software issue with Pulse 6 Pro 128GB Silver,Gift for my daughter — the pullse 6 pro 128gb silver arrived freezing on the lock screen. Box was intact.,RESOLVED,REFUND,2025-06-21,3
TCK-300725,2025-06-18T18:35:00-05:00,PHONE,NL,Meridian Aura 14 128GB Blue,ARA1441275Z,,SOFTWARE,Software issue with Aura 14 128GB Blue,Customer reports freezing on the lock screen on a aura 14 128gb blue. The unit seems to be the cause.,RESOLVED,NO_FAULT_FOUND,2025-06-25,1
TCK-300726,2025-06-21T08:42:00Z,PHONE,FR,Aura15Pro256GBBlack 256,ARA1549194A,,SOFTWARE,Software issue with Aura 15 Pro 256GB Black,Device stuck on the update screen. Serial sticker is worn but it is a Meridian Aura 15 Pro 256GB Black.,NEW,,NULL,
TCK-300727,2025-06-24T09:49:00+08:00,CHAT,DE,my meridian laptop,ARA1657113B,,SOFTWARE,Software issue with Aura 16 Pro 256GB Silver,Aura16Pro256GBSilver 256 rebooting in a loop during normal use. Requesting a replacement unit.,NEW,REPLACED,2025-07-03,2
TCK-300728,2025-06-27T10:56:00-07:00,CHAT,GB,,ARAGO65032C,Meridian Store London 89,CONNECTIVITY,Connectivity issue with Aura Go 256GB Blue,Device failing to pair. Serial sticker is worn but it is a my meridian laptop.,RESOLVED,REPAIRED,2025-07-07,5
TCK-300729,2025-06-30T11:03:00+01:00,CHAT,JP,slate 8 128gb black,SLT8072951D,,SHIPPING_DAMAGE,Shipping Damage issue with Slate 8 128GB Black,Gift for my daughter — the slate 8 128gb black arrived dented on arrival. Box was intact.,RESOLVED,NO_FAULT_FOUND,2025-07-02,3
TCK-300730,2025-07-03T12:10:00+09:00,EMAIL,CN,Meridian Slate 10 128GB Silver,SLT1080870E,,DISPLAY,Display issue with Slate 10 128GB Silver,After charging overnight the slate 10 128gb silver started going black randomly. The display panel feels warm.,RESOLVED,REFUND,2025-07-06,1
TCK-300731,2025-07-06T13:17:00-05:00,EMAIL,NL,Slate11128GBBlue 128,SLT1188789F,,BATTERY,Battery issue with Slate 11 128GB Blue,Customer reports draining within two hours on a Meridian Slate 11 128GB Blue. The battery seems to be the cause.,CLOSED,,N/A,NULL
TCK-300732,2025-07-09T14:24:00Z,STORE,FR,my meridian tablet,,,DISPLAY,Display issue with Slate 11 Pro 256GB Black,Customer reports showing green lines on a Slate11Pro256GBBlack 256. The display panel seems to be the cause.,NEW,NO_FAULT_FOUND,2025-07-14,
TCK-300733,2025-07-12T15:31:00+08:00,PHONE,DE,halo buds 2 silver,HLOB204627H,,OTHER,Other issue with Halo Buds 2 Silver,After charging overnight the my meridian speaker started rattling when shaken. The unit feels warm.,RESOLVED,REFUND,2025-07-18,5
TCK-300734,2025-07-15T16:38:00-07:00,CHAT,GB,halo mini blue,HLOMN12546K,,OTHER,Other issue with Halo Mini Blue,Customer reports rattling when shaken on a halo mini blue. The unit seems to be the cause.,RESOLVED,NO_FAULT_FOUND,2025-07-22,3
TCK-300735,2025-07-18T17:45:00+01:00,PHONE,CA,Meridian Halo Go Green,HLOGO20465M,Meridian Store Vancouver 76,DISPLAY,Display issue with Halo Go Green,Device flickering at low brightness. Serial sticker is worn but it is a halo go green.,NEW,NO_FAULT_FOUND,2025-07-26,1
TCK-300736,2025-07-18T17:45:00+01:00,PHONE,US,HaloFitBlack,HLOFT28384N,,AUDIO,Audio issue with Halo Fit Black,My Meridian Halo Fit Black stopped losing the left channel after the last update. I bought it at the store and it is only 1 months old.,CLOSED,,,4
TCK-300737,2025-07-24T08:59:00-05:00,EMAIL,NL,my meridian watch,CRW3P36303P,,AUDIO,Audio issue with Core Watch 3 Pro Silver,I went back to the store but they redirected me here. The device is losing the left channel.,NEW,NO_FAULT_FOUND,2025-08-03,2
TCK-300738,2025-07-27T09:06:00Z,STORE,FR,core band 2 blue,CRBN244222Q,,SHIPPING_DAMAGE,Shipping Damage issue with Core Band 2 Blue,Customer reports missing accessories on a device. The unit seems to be the cause.,IN_PROGRESS,REPAIRED,2025-07-29,
TCK-300739,2025-07-30T10:13:00+08:00,EMAIL,DE,core kids green,CRKID52141R,,CONNECTIVITY,Connectivity issue with Core Kids Green,Device losing 5G signal. Serial sticker is worn but it is a device.,RESOLVED,REPAIRED,2025-08-02,3
TCK-300740,2025-08-02T11:20:00-07:00,PHONE,GB,Meridian Pulse 7 Pro 128GB Blue,PLS7P60060S,,AUDIO,Audio issue with Pulse 7 Pro 128GB Blue,"Hello, my pulse 7 pro 128gb blue has been crackling at high volume since last week. Very disappointed.",IN_PROGRESS,REPLACED,2025-08-06,1
TCK-300741,2025-08-05T12:27:00+01:00,PHONE,CA,,PLS8P67979T,,SHIPPING_DAMAGE,Shipping Damage issue with Pulse 8 Pro 256GB Black,Device missing accessories. Serial sticker is worn but it is a Meridian Pulse 8 Pro 256GB Black.,RESOLVED,,NULL,4
TCK-300742,2025-08-08T13:34:00+09:00,PHONE,US,my meridian phone,PLS9075898U,Meridian Store Portland 63,BATTERY,Battery issue with Pulse 9 256GB Silver,I went back to Meridian Store Portland 63 but they redirected me here. The Pulse9256GBSilver 256 is shutting down at 30%.,IN_PROGRESS,REPAIRED,2025-08-14,2
TCK-300743,2025-08-11T14:41:00-05:00,CHAT,US,pullse 9 ultra 256gb blue,PLS9U83817V,,DISPLAY,Display issue with Pulse 9 Ultra 256GB Blue,Gift for my daughter — the my meridian phone arrived flickering at low brightness. Box was intact.,IN_PROGRESS,REFUND,2025-08-18,5
TCK-300744,2025-08-14T15:48:00Z,EMAIL,US,pulse 6 128gb black,,,DISPLAY,Display issue with Pulse 6 128GB Black,My pullse 6 128gb black stopped flickering at low brightness after the last update. I bought it at the store and it is only 9 months old.,RESOLVED,REPLACED,2025-08-22,
TCK-300745,2025-08-17T16:55:00+08:00,STORE,DE,Meridian Aura 13 128GB Silver,ARA1399655X,,DISPLAY,Display issue with Aura 13 128GB Silver,"Hello, my aura 13 128gb silver has been showing green lines since last week. Very disappointed.",CLOSED,NO_FAULT_FOUND,2025-08-26,1
TCK-300746,2025-08-20T17:02:00-07:00,PHONE,GB,Aura15128GBBlue 128,ARA1507574Y,,CONNECTIVITY,Connectivity issue with Aura 15 128GB Blue,"Hello, my Meridian Aura 15 128GB Blue has been losing 5G signal since last week. Very disappointed.",IN_PROGRESS,,N/A,4
TCK-300747,2025-08-23T18:09:00+01:00,PHONE,CA,my meridian laptop,ARA1615493Z,,DISPLAY,Display issue with Aura 16 256GB Black,Aura16256GBBlack 256 flickering at low brightness during normal use. Requesting a replacement unit.,NEW,REPAIRED,2025-08-25,2
TCK-300748,2025-08-26T08:16:00+09:00,CHAT,US,aura studio 256gb silver,ARAST23412A,,AUDIO,Audio issue with Aura Studio 256GB Silver,Device producing static. Serial sticker is worn but it is a my meridian laptop.,RESOLVED,NO_FAULT_FOUND,2025-08-29,NULL
TCK-300749,2025-08-29T09:23:00-05:00,STORE,US,aura 13 pro 256gb blue,ARA1331331B,Meridian Store Denver 50,CONNECTIVITY,Connectivity issue with Aura 13 Pro 256GB Blue,I went back to Meridian Store Denver 50 but they redirected me here. The aura 13 pro 256gb blue is losing 5G signal.,IN_PROGRESS,REPLACED,2025-09-02,3
TCK-300750,2025-09-01T10:30:00Z,CHAT,US,Meridian Slate 9 128GB Black,SLT9039250C,,CONNECTIVITY,Connectivity issue with Slate 9 128GB Black,Device losing 5G signal. Serial sticker is worn but it is a slate 9 128gb black.,CLOSED,REFUND,2025-09-06,
TCK-300751,2025-09-04T11:37:00+08:00,PHONE,US,Slate10Pro128GBSilver 128,SLT1047169D,,OTHER,Other issue with Slate 10 Pro 128GB Silver,Customer reports behaving oddly on a Meridian Slate 10 Pro 128GB Silver. The unit seems to be the cause.,IN_PROGRESS,,,4
TCK-300752,2025-09-07T12:44:00-07:00,PHONE,AU,my meridian tablet,SLTMN55088E,,SHIPPING_DAMAGE,Shipping Damage issue with Slate Mini 128GB Blue,Gift for my daughter — the SlateMini128GBBlue 128 arrived delivered with a cracked corner. Box was intact.,RESOLVED,REPLACED,2025-09-14,2
TCK-300753,2025-09-10T13:51:00+01:00,PHONE,CA,slate kids 256gb black,SLTKD63007F,,OTHER,Other issue with Slate Kids 256GB Black,After charging overnight the my meridian tablet started behaving oddly. The unit feels warm.,IN_PROGRESS,REFUND,2025-09-18,5
TCK-300754,2025-09-13T14:58:00+09:00,EMAIL,US,,HLOB270926G,,SHIPPING_DAMAGE,Shipping Damage issue with Halo Buds 2 Pro Green,halo buds 2 pro green delivered with a cracked corner during normal use. Requesting a replacement unit.,RESOLVED,NO_FAULT_FOUND,2025-09-22,3
TCK-300755,2025-09-16T15:05:00-05:00,STORE,US,Meridian Halo Studio Black,HLOST78845H,,CONNECTIVITY,Connectivity issue with Halo Studio Black,Our IT team sees the halo studio black dropping wifi on multiple units we deployed.,CLOSED,REFUND,2025-09-26,1
TCK-300756,2025-09-19T16:12:00Z,STORE,US,HaloHomeSilver,,Meridian Store Boston 37,OTHER,Other issue with Halo Home Silver,My Meridian Halo Home Silver stopped behaving oddly after the last update. I bought it at Meridian Store Boston 37 and it is only 21 months old.,CLOSED,,NULL,
TCK-300757,2025-09-22T17:19:00+08:00,EMAIL,US,my meridian watch,CRW2094683M,,BATTERY,Battery issue with Core Watch 2 Blue,Gift for my daughter — the device arrived not holding a charge. Box was intact.,IN_PROGRESS,NO_FAULT_FOUND,2025-09-25,2
TCK-300758,2025-09-25T18:26:00-07:00,CHAT,AU,core watch 4 green,CRW4002602N,,SOFTWARE,Software issue with Core Watch 4 Green,I went back to the store but they redirected me here. The device is stuck on the update screen.,IN_PROGRESS,REFUND,2025-09-29,5
TCK-300759,2025-09-25T18:26:00-07:00,STORE,JP,core watch 4 pro black,CRW4P10521P,,CONNECTIVITY,Connectivity issue with Core Watch 4 Pro Black,device dropping wifi during normal use. Requesting a replacement unit.,CLOSED,REPLACED,2025-09-30,3
TCK-300760,2025-10-01T09:40:00+09:00,CHAT,CN,Meridian Pulse 7 128GB Silver,PLS7018440Q,,SOFTWARE,Software issue with Pulse 7 128GB Silver,The pulse 7 128gb silver I purchased keeps rebooting in a loop. Please advise on warranty options.,NEW,REFUND,2025-10-07,1
TCK-300761,2025-10-04T10:47:00-05:00,EMAIL,US,Pulse8128GBBlue 128,PLS8026359R,,CONNECTIVITY,Connectivity issue with Pulse 8 128GB Blue,Gift for my daughter — the Meridian Pulse 8 128GB Blue arrived dropping wifi. Box was intact.,RESOLVED,,N/A,4
TCK-300762,2025-10-07T11:54:00Z,EMAIL,US,my meridian phone,PLS8L34278S,,BATTERY,Battery issue with Pulse 8 Lite 256GB Black,Device draining within two hours. Serial sticker is worn but it is a Pulse8Lite256GBBlack 256.,CLOSED,REFUND,2025-10-15,
TCK-300763,2025-10-10T12:01:00+08:00,EMAIL,US,pullse 9 pro 256gb silver,PLS9P42197T,Meridian Store San Diego 24,AUDIO,Audio issue with Pulse 9 Pro 256GB Silver,my meridian phone producing static during normal use. Requesting a replacement unit.,IN_PROGRESS,REPAIRED,2025-10-19,5
TCK-300764,2025-10-13T13:08:00-07:00,EMAIL,AU,pulse 9 lite 256gb blue,PLS9L50116U,,BATTERY,Battery issue with Pulse 9 Lite 256GB Blue,I went back to the store but they redirected me here. The pullse 9 lite 256gb blue is draining within two hours.,NEW,REPLACED,2025-10-23,3
TCK-300765,2025-10-16T14:15:00+01:00,STORE,JP,Meridian Pulse 6 Pro 128GB Black,PLS6P58035V,,SHIPPING_DAMAGE,Shipping Damage issue with Pulse 6 Pro 128GB Black,Customer reports dented on arrival on a pulse 6 pro 128gb black. The unit seems to be the cause.,CLOSED,REPLACED,2025-10-18,NULL
TCK-300766,2025-10-19T15:22:00+09:00,PHONE,CN,Aura14128GBSilver 128,ARA1465954W,,AUDIO,Audio issue with Aura 14 128GB Silver,My Meridian Aura 14 128GB Silver stopped producing static after the last update. I bought it at the store and it is only 8 months old.,NEW,,,4
TCK-300767,2025-10-22T16:29:00-05:00,CHAT,NL,,ARA1573873X,,CONNECTIVITY,Connectivity issue with Aura 15 Pro 128GB Blue,Gift for my daughter — the Aura15Pro128GBBlue 128 arrived losing 5G signal. Box was intact.,RESOLVED,NO_FAULT_FOUND,2025-10-26,2
TCK-300768,2025-10-25T17:36:00Z,STORE,FR,aura 16 pro 256gb black,,,DISPLAY,Display issue with Aura 16 Pro 256GB Black,Device showing green lines. Serial sticker is worn but it is a my meridian laptop.,RESOLVED,NO_FAULT_FOUND,2025-10-30,
TCK-300769,2025-10-28T18:43:00+08:00,EMAIL,DE,aura go 256gb silver,ARAGO89711Z,,DISPLAY,Display issue with Aura Go 256GB Silver,aura go 256gb silver showing green lines during normal use. Requesting a replacement unit.,RESOLVED,REPAIRED,2025-11-03,3
TCK-300770,2025-10-31T08:50:00-07:00,STORE,AU,Meridian Aura 14 Pro 256GB Blue,ARA1497630A,Meridian Store Sydney 11,SOFTWARE,Software issue with Aura 14 Pro 256GB Blue,Customer reports rebooting in a loop on a aura 14 pro 256gb blue. The firmware seems to be the cause.,NEW,NO_FAULT_FOUND,2025-11-07,1
TCK-300771,2025-11-03T09:57:00+01:00,PHONE,JP,Slate10128GBBlack 128,SLT1005549B,,SOFTWARE,Software issue with Slate 10 128GB Black,"Hello, my Meridian Slate 10 128GB Black has been freezing on the lock screen since last week. Very disappointed.",RESOLVED,,NULL,4
TCK-300772,2025-11-06T10:04:00+09:00,STORE,CN,my meridian tablet,SLT1113468C,,SHIPPING_DAMAGE,Shipping Damage issue with Slate 11 128GB Silver,Slate11128GBSilver 128 missing accessories during normal use. Requesting a replacement unit.,NEW,REPAIRED,2025-11-15,2
TCK-300773,2025-11-09T11:11:00-05:00,PHONE,NL,slate 11 pro 128gb blue,SLT1121387D,,BATTERY,Battery issue with Slate 11 Pro 128GB Blue,The my meridian tablet I purchased keeps shutting down at 30%. Please advise on warranty options.,IN_PROGRESS,REPAIRED,2025-11-19,5
TCK-300774,2025-11-12T12:18:00Z,EMAIL,FR,halo buds 2 black,HLOB229306E,,AUDIO,Audio issue with Halo Buds 2 Black,halo buds 2 black losing the left channel during normal use. Requesting a replacement unit.,CLOSED,NO_FAULT_FOUND,2025-11-14,
TCK-300775,2025-11-15T13:25:00+08:00,EMAIL,DE,Meridian Halo Mini Silver,HLOMN37225F,,SHIPPING_DAMAGE,Shipping Damage issue with Halo Mini Silver,Our IT team sees the halo mini silver missing accessories on multiple units we deployed.,IN_PROGRESS,REPAIRED,2025-11-18,1
TCK-300776,2025-11-18T14:32:00-07:00,EMAIL,GB,HaloGoBlue,HLOGO45144G,,BATTERY,Battery issue with Halo Go Blue,Meridian Halo Go Blue shutting down at 30% during normal use. Requesting a replacement unit.,NEW,,N/A,4
TCK-300777,2025-11-21T15:39:00+01:00,STORE,CA,my meridian speaker,HLOB353063H,Meridian Store Vancouver 88,OTHER,Other issue with Halo Buds 3 Green,The device I purchased keeps behaving oddly. Please advise on warranty options.,IN_PROGRESS,NO_FAULT_FOUND,2025-11-26,2
TCK-300778,2025-11-24T16:46:00+09:00,PHONE,CN,core watch 3 pro black,CRW3P60982K,,DISPLAY,Display issue with Core Watch 3 Pro Black,Customer reports showing green lines on a device. The unit seems to be the cause.,RESOLVED,REPAIRED,2025-11-30,5
TCK-300779,2025-11-27T17:53:00-05:00,STORE,NL,core band 2 silver,CRBN268901M,,BATTERY,Battery issue with Core Band 2 Silver,Gift for my daughter — the device arrived shutting down at 30%. Box was intact.,CLOSED,REPLACED,2025-12-04,3
TCK-300780,2025-11-30T18:00:00Z,STORE,FR,,,,BATTERY,Battery issue with Core Kids Blue,Customer reports shutting down at 30% on a core kids blue. The battery seems to be the cause.,CLOSED,NO_FAULT_FOUND,2025-12-08,
TCK-300781,2025-12-03T08:07:00+08:00,CHAT,DE,Pulse7Pro128GBSilver 128,PLS7P84739P,,OTHER,Other issue with Pulse 7 Pro 128GB Silver,The Meridian Pulse 7 Pro 128GB Silver I purchased keeps rattling when shaken. Please advise on warranty options.,RESOLVED,,,4
TCK-300782,2025-12-03T08:07:00+08:00,CHAT,GB,my meridian phone,PLS8P92658Q,,DISPLAY,Display issue with Pulse 8 Pro 128GB Blue,Customer reports flickering at low brightness on a Pulse8Pro128GBBlue 128. The display panel seems to be the cause.,CLOSED,REFUND,2025-12-13,NULL
TCK-300783,2025-12-09T10:21:00+01:00,EMAIL,CA,pullse 9 256gb black,PLS9000577R,,SOFTWARE,Software issue with Pulse 9 256GB Black,Device rebooting in a loop. Serial sticker is worn but it is a my meridian phone.,CLOSED,REPAIRED,2025-12-11,5
TCK-300784,2025-12-12T11:28:00+09:00,STORE,US,pulse 9 ultra 256gb silver,PLS9U08496S,Meridian Store Seattle 75,BATTERY,Battery issue with Pulse 9 Ultra 256GB Silver,My pullse 9 ultra 256gb silver stopped shutting down at 30% after the last update. I bought it at Meridian Store Seattle 75 and it is only 3 months old.,IN_PROGRESS,NO_FAULT_FOUND,2025-12-15,3
TCK-300785,2025-12-15T12:35:00-05:00,EMAIL,US,Meridian Pulse X Fold 256GB Blue,PLSXF16415T,,SOFTWARE,Software issue with Pulse X Fold 256GB Blue,Customer reports rebooting in a loop on a pulse x fold 256gb blue. The unit seems to be the cause.,CLOSED,NO_FAULT_FOUND,2025-12-19,1
TCK-300786,2025-12-18T13:42:00Z,CHAT,FR,Aura13128GBBlack 128,ARA1324334U,,OTHER,Other issue with Aura 13 128GB Black,I went back to the store but they redirected me here. The Meridian Aura 13 128GB Black is rattling when shaken.,CLOSED,,NULL,
TCK-300787,2025-12-21T14:49:00+08:00,CHAT,DE,my meridian laptop,ARA1532253V,,OTHER,Other issue with Aura 15 128GB Silver,After charging overnight the Aura15128GBSilver 128 started behaving oddly. The unit feels warm.,NEW,REPAIRED,2025-12-27,2
TCK-300788,2025-12-24T15:56:00-07:00,EMAIL,GB,aura 16 128gb blue,ARA1640172W,,CONNECTIVITY,Connectivity issue with Aura 16 128GB Blue,"Hello, my my meridian laptop has been failing to pair since last week. Very disappointed.",CLOSED,REPLACED,2025-12-31,5
TCK-300789,2025-12-27T16:03:00+01:00,EMAIL,CA,aura studio 256gb black,ARAST48091X,,SHIPPING_DAMAGE,Shipping Damage issue with Aura Studio 256GB Black,The aura studio 256gb black I purchased keeps delivered with a cracked corner. Please advise on warranty options.,IN_PROGRESS,REPLACED,2026-01-04,3
TCK-300790,2025-12-30T17:10:00+09:00,EMAIL,US,Meridian Aura 13 Pro 256GB Silver,ARA1356010Y,,SHIPPING_DAMAGE,Shipping Damage issue with Aura 13 Pro 256GB Silver,Our IT team sees the aura 13 pro 256gb silver delivered with a cracked corner on multiple units we deployed.,NEW,REFUND,2026-01-08,1
TCK-300791,2026-01-02T18:17:00-05:00,STORE,US,Slate8256GBBlue 256,SLT8063929Z,Meridian Store Miami 62,CONNECTIVITY,Connectivity issue with Slate 8 256GB Blue,My Meridian Slate 8 256GB Blue stopped losing 5G signal after the last update. I bought it at Meridian Store Miami 62 and it is only 10 months old.,RESOLVED,,N/A,4
TCK-300792,2026-01-05T08:24:00Z,PHONE,US,my meridian tablet,,,CONNECTIVITY,Connectivity issue with Slate 10 Pro 128GB Black,The Slate10Pro128GBBlack 128 I purchased keeps dropping wifi. Please advise on warranty options.,IN_PROGRESS,REFUND,2026-01-07,
TCK-300793,2026-01-08T09:31:00+08:00,STORE,US,,SLTMN79767B,,SOFTWARE,Software issue with Slate Mini 128GB Silver,The my meridian tablet I purchased keeps stuck on the update screen. Please advise on warranty options.,IN_PROGRESS,REFUND,2026-01-11,5
TCK-300794,2026-01-11T10:38:00-07:00,EMAIL,GB,slate kids 128gb blue,SLTKD87686C,,CONNECTIVITY,Connectivity issue with Slate Kids 128GB Blue,Customer reports dropping wifi on a slate kids 128gb blue. The unit seems to be the cause.,RESOLVED,REFUND,2026-01-15,3
TCK-300795,2026-01-14T11:45:00+01:00,PHONE,CA,Meridian Halo Buds 2 Pro Blue,HLOB295605D,,OTHER,Other issue with Halo Buds 2 Pro Blue,Device rattling when shaken. Serial sticker is worn but it is a halo buds 2 pro blue.,NEW,REPAIRED,2026-01-19,1
TCK-300796,2026-01-17T12:52:00+09:00,PHONE,US,HaloSoundbarGreen,HLOSB03524E,,SHIPPING_DAMAGE,Shipping Damage issue with Halo Soundbar Green,Meridian Halo Soundbar Green delivered with a cracked corner during normal use. Requesting a replacement unit.,CLOSED,,,4
TCK-300797,2026-01-20T13:59:00-05:00,EMAIL,US,my meridian speaker,HLOH111443F,,SOFTWARE,Software issue with Halo Home Black,Gift for my daughter — the device arrived rebooting in a loop. Box was intact.,IN_PROGRESS,REPAIRED,2026-01-27,2
TCK-300798,2026-01-23T14:06:00Z,EMAIL,US,core watch 2 silver,CRW2019362G,Meridian Store Austin 49,DISPLAY,Display issue with Core Watch 2 Silver,Customer reports flickering at low brightness on a device. The unit seems to be the cause.,RESOLVED,REFUND,2026-01-31,
TCK-300799,2026-01-26T15:13:00+08:00,PHONE,US,core watch 4 blue,CRW4027281H,,AUDIO,Audio issue with Core Watch 4 Blue,device producing static during normal use. Requesting a replacement unit.,RESOLVED,REFUND,2026-02-04,NULL
TCK-300800,2026-01-29T16:20:00-07:00,CHAT,AU,Meridian Core Ring Green,CRRNG35200K,,SOFTWARE,Software issue with Core Ring Green,"Hello, my core ring green has been freezing on the lock screen since last week. Very disappointed.",CLOSED,REFUND,2026-02-08,1
TCK-300801,2026-02-01T17:27:00+01:00,CHAT,JP,Pulse7128GBBlack 128,PLS7043119M,,CONNECTIVITY,Connectivity issue with Pulse 7 128GB Black,Our IT team sees the Meridian Pulse 7 128GB Black losing 5G signal on multiple units we deployed.,NEW,,NULL,4
TCK-300802,2026-02-04T18:34:00+09:00,CHAT,US,my meridian phone,PLS8051038N,,AUDIO,Audio issue with Pulse 8 128GB Silver,Device losing the left channel. Serial sticker is worn but it is a Pulse8128GBSilver 128.,IN_PROGRESS,REPAIRED,2026-02-07,2
TCK-300803,2026-02-07T08:41:00-05:00,EMAIL,US,pullse 8 lite 128gb blue,PLS8L58957P,,DISPLAY,Display issue with Pulse 8 Lite 128GB Blue,my meridian phone showing green lines during normal use. Requesting a replacement unit.,CLOSED,REFUND,2026-02-11,5
TCK-300804,2026-02-10T09:48:00Z,EMAIL,US,pulse 9 pro 256gb black,,,SOFTWARE,Software issue with Pulse 9 Pro 256GB Black,"Hello, my pullse 9 pro 256gb black has been rebooting in a loop since last week. Very disappointed.",NEW,REPLACED,2026-02-15,
TCK-300805,2026-02-10T09:48:00Z,STORE,US,Meridian Pulse 9 Lite 256GB Silver,PLS9L74795R,Meridian Store Chicago 36,CONNECTIVITY,Connectivity issue with Pulse 9 Lite 256GB Silver,Gift for my daughter — the pulse 9 lite 256gb silver arrived losing 5G signal. Box was intact.,RESOLVED,REPLACED,2026-02-16,1
TCK-300806,2026-02-16T11:02:00-07:00,CHAT,AU,,PLS6082714S,,DISPLAY,Display issue with Pulse 6 256GB Blue,After charging overnight the Meridian Pulse 6 256GB Blue started going black randomly. The unit feels warm.,IN_PROGRESS,,N/A,4
TCK-300807,2026-02-19T12:09:00+01:00,STORE,JP,my meridian laptop,ARA1490633T,,OTHER,Other issue with Aura 14 128GB Black,Customer reports behaving oddly on a Aura14128GBBlack 128. The unit seems to be the cause.,IN_PROGRESS,REPLACED,2026-02-27,2
TCK-300808,2026-02-22T13:16:00+09:00,CHAT,CN,aura 15 pro 128gb silver,ARA1598552U,,SOFTWARE,Software issue with Aura 15 Pro 128GB Silver,My my meridian laptop stopped freezing on the lock screen after the last update. I bought it at the store and it is only 4 months old.,IN_PROGRESS,REPAIRED,2026-03-03,5
