LEASE_ID,AMENDMENT_NO,FACILITY_CODE,PROPERTY_NAME,PROPERTY_TYPE,ADDRESS_LINE_1,CITY,STATE_PROVINCE,COUNTRY,LANDLORD_NAME,LEASE_TYPE,LEASE_TERM_MONTHS,RENT_CURRENCY,ESCALATION_RATE_PCT,RENEWAL_OPTIONS,SQUARE_FOOTAGE,AREA_UOM,SECURITY_DEPOSIT,LEASE_COMMENCEMENT_DATE,EXPIRATION_DATE,BASE_RENT_ANNUAL,LEASE_STATUS
LSE-1088,0,MER-RTL-CA-0088,Vancouver Galleria Store,RETAIL,175 Market Ave,Vancouver,,CA,Cornerstone CRE Fund II,NNN,60,USD,2.5,2 x 5 yr at FMV,"2,500",SF,"13,000",2023-04-07,2033-02-14,"59,220",SUPERSEDED
LSE-1088,1,MER-RTL-CA-0088,Vancouver Galleria Store,RETAIL,175 Market Ave,Vancouver,,CA,Cornerstone CRE Fund II,NNN,60,USD,2.5,2 x 5 yr at FMV,"2,500",SF,"13,000",2023-04-07,2033-02-14,"63,000",SUPERSEDED
LSE-1088,2,MER-RTL-CA-0088,Vancouver Galleria Store,RETAIL,175 Market Ave,Vancouver,,CA,Cornerstone CRE Fund II,NNN,60,USD,2.5,2 x 5 yr at FMV,"2,500",SF,"13,000",2023-04-07,2033-02-14,"63,000",ACTIVE
LSE-1089,0,MER-RTL-GB-0089,London Flagship Store,RETAIL,200 Market Ave,London,,GB,Pacific Crown Estates,NNN,120,GBP,2.0,2 x 5 yr at FMV,242,SQM,"17,000",08.05.2016,2033-03-09,"80,000",ACTIVE
LSE-1090,0,MER-RTL-DE-0090,Munich Mall Store,RETAIL,225 Market Ave,Munich,,DE,Stellar Urban Holdings,Modified Gross,84,EUR,2.5,1 x 5 yr at 95% FMV,251,SQM,"10,000",09.06.2017,2033-04-01,"76,140",SUPERSEDED
LSE-1090,1,MER-RTL-DE-0090,Munich Mall Store,RETAIL,225 Market Ave,Munich,,DE,Stellar Urban Holdings,Modified Gross,84,EUR,2.5,1 x 5 yr at 95% FMV,251,SQM,"10,000",09.06.2017,2033-04-01,"81,000",ACTIVE
LSE-5091,0,MER-DC-US-01,Austin DC Bldg A,DISTRIBUTION_CENTER,250 Harbor Rd,Austin,WA,US,Carraway REIT LP,NNN,144,USD,3.0,1 x 5 yr at 95% FMV,"195,000",SF,"420,000",2006-07-10,2018-07-10,"1,769,600",EXPIRED
LSE-1091,0,MER-DC-US-01,Austin DC Bldg A,DISTRIBUTION_CENTER,250 Harbor Rd,Austin,WA,US,Carraway REIT LP,NNN,144,USD,3.0,1 x 5 yr at 95% FMV,"195,000",SF,"420,000",2018-07-10,2030-07-10,"2,212,000",SUPERSEDED
LSE-1091,1,MER-DC-US-01,Austin DC Bldg A,DISTRIBUTION_CENTER,250 Harbor Rd,Austin,WA,US,Carraway REIT LP,NNN,144,USD,3.0,1 x 5 yr at 95% FMV,"195,000",SF,"420,000",2018-07-10,2030-07-10,"2,212,000",ACTIVE
LSE-5092,0,MER-DC-US-02,Denver DC Bldg B,DISTRIBUTION_CENTER,275 Harbor Rd,Denver,IL,US,Cornerstone CRE Fund II,NNN,144,USD,3.0,3 x 3 yr fixed,"210,000",SF,"391,000",2007-08-11,2019-08-11,"2,095,200",TERMINATED
LSE-1092,0,MER-DC-US-02,Denver DC Bldg B,DISTRIBUTION_CENTER,275 Harbor Rd,Denver,IL,US,Cornerstone CRE Fund II,NNN,144,USD,3.0,3 x 3 yr fixed,"210,000",SF,"391,000",2019-08-11,2031-08-11,"2,461,860",SUPERSEDED
LSE-1092,1,MER-DC-US-02,Denver DC Bldg B,DISTRIBUTION_CENTER,275 Harbor Rd,Denver,IL,US,Cornerstone CRE Fund II,NNN,144,USD,3.0,3 x 3 yr fixed,"210,000",SF,"391,000",2019-08-11,2031-08-11,"2,619,000",SUPERSEDED
LSE-1092,2,MER-DC-US-02,Denver DC Bldg B,DISTRIBUTION_CENTER,275 Harbor Rd,Denver,IL,US,Cornerstone CRE Fund II,NNN,144,USD,3.0,3 x 3 yr fixed,"210,000",SF,"391,000",2019-08-11,2031-08-11,"2,619,000",ACTIVE
LSE-5093,0,MER-DC-US-03,Seattle DC Bldg C,DISTRIBUTION_CENTER,300 Harbor Rd,Seattle,MA,US,Brookline Property Trust,Gross,120,USD,2.5,2 x 5 yr at FMV,"225,000",SF,"318,000",2010-09-13,2020-09-12,"1,821,600",EXPIRED
LSE-1093,0,MER-DC-US-03,Seattle DC Bldg C,DISTRIBUTION_CENTER,300 Harbor Rd,Seattle,MA,US,Brookline Property Trust,Gross,120,USD,2.5,2 x 5 yr at FMV,"225,000",SF,"318,000",2020-09-12,2030-09-12,"2,277,000",ACTIVE
LSE-5094,0,MER-DC-US-04,Chicago DC Bldg D,DISTRIBUTION_CENTER,325 Station Blvd,Chicago,FL,US,Galleria Retail Trust,NNN,84,USD,2.0,3 x 3 yr fixed,"240,000",SF,"561,000",2014-10-14,2021-10-13,"2,181,600",EXPIRED
LSE-1094,0,MER-DC-US-04,Chicago DC Bldg D,DISTRIBUTION_CENTER,325 Station Blvd,Chicago,FL,US,Galleria Retail Trust,NNN,84,USD,2.0,3 x 3 yr fixed,"240,000",SF,"561,000",2021-10-13,2028-10-12,"2,563,380",SUPERSEDED
LSE-1094,1,MER-DC-US-04,Chicago DC Bldg D,DISTRIBUTION_CENTER,325 Station Blvd,Chicago,FL,US,Galleria Retail Trust,NNN,84,USD,2.0,3 x 3 yr fixed,"240,000",SF,"561,000",2021-10-13,2028-10-12,"2,727,000",ACTIVE
LSE-5095,0,MER-DC-US-05,Harbor Point Center,DISTRIBUTION_CENTER,350 Station Blvd,Boston,OR,US,Northbridge Logistics Park,NNN,144,USD,3.0,3 x 3 yr fixed,"255,000",SF,"374,000",2010-11-14,2022-11-14,"2,169,600",EXPIRED
LSE-1095,0,MER-DC-US-05,Harbor Point Center,DISTRIBUTION_CENTER,350 Station Blvd,Boston,OR,US,Northbridge Logistics Park,NNN,144,USD,3.0,3 x 3 yr fixed,"255,000",SF,"374,000",2022-11-14,2034-11-14,"2,712,000",SUPERSEDED
LSE-1095,1,MER-DC-US-05,Harbor Point Center,DISTRIBUTION_CENTER,350 Station Blvd,Boston,OR,US,Northbridge Logistics Park,NNN,144,USD,3.0,3 x 3 yr fixed,"255,000",SF,"374,000",2022-11-14,2034-11-14,"2,712,000",ACTIVE
LSE-1096,0,MER-DC-US-06,Miami DC Bldg F,DISTRIBUTION_CENTER,375 Station Blvd,Miami,CA,US,Northbridge Logistics Park,NNN,120,USD,2.5,2 x 5 yr at FMV,"270,000",,"580,000",2023-12-15,2033-12-14,"3,141,480",SUPERSEDED
LSE-1096,1,MER-DC-US-06,Miami DC Bldg F,DISTRIBUTION_CENTER,375 Station Blvd,Miami,CA,US,Northbridge Logistics Park,NNN,120,USD,2.5,2 x 5 yr at FMV,"270,000",,"580,000",2023-12-15,2033-12-14,"3,342,000",SUPERSEDED
LSE-1096,2,MER-DC-US-06,Miami DC Bldg F,DISTRIBUTION_CENTER,375 Station Blvd,Miami,CA,US,Northbridge Logistics Park,NNN,120,USD,2.5,2 x 5 yr at FMV,"270,000",,"580,000",2023-12-15,2033-12-14,"3,342,000",ACTIVE
LSE-1097,0,MER-DC-NL-01,Amsterdam DC Bldg A,DISTRIBUTION_CENTER,100 Main St,Amsterdam,,NL,Cornerstone CRE Fund II,NNN,144,EUR,2.0,1 x 5 yr at 95% FMV,"18,116",SQM,"305,000",16.01.2016,2028-01-16,"2,238,000",ACTIVE
LSE-1098,0,MER-DC-DE-01,Berlin DC Bldg A,DISTRIBUTION_CENTER,125 Main St,Berlin,,DE,Meridian Plaza Owners LLC,Modified Gross,84,EUR,2.5,none,"18,116",SQM,"259,000",17.02.2017,2024-02-17,"1,949,560",SUPERSEDED
LSE-1098,1,MER-DC-DE-01,Berlin DC Bldg A,DISTRIBUTION_CENTER,125 Main St,Berlin,,DE,Meridian Plaza Owners LLC,Modified Gross,84,EUR,2.5,none,"18,116",SQM,"259,000",17.02.2017,2024-02-17,"2,074,000",ACTIVE
LSE-1099,0,MER-DC-CN-01,Shanghai DC Bldg A,DISTRIBUTION_CENTER,150 Main St,Shanghai,,CN,Pacific Crown Estates,NNN,120,CNY,3.0,2 x 5 yr at FMV,"18,116",SQM,"371,000",18.03.2018,2028-03-17,"1,916,000",SUPERSEDED
LSE-1099,1,MER-DC-CN-01,Shanghai DC Bldg A,DISTRIBUTION_CENTER,150 Main St,Shanghai,,CN,Pacific Crown Estates,NNN,120,CNY,3.0,2 x 5 yr at FMV,"18,116",SQM,"371,000",18.03.2018,2028-03-17,"1,916,000",HOLDOVER
LSE-5100,0,MER-DC-CN-02,Shenzhen DC Bldg B,DISTRIBUTION_CENTER,175 Market Ave,Shenzhen,,CN,Brookline Property Trust,Gross,84,CNY,3.0,2 x 5 yr at FMV,"19,510",SQM,"356,000",19.04.2012,2019-04-19,"1,832,800",EXPIRED
LSE-1100,0,MER-DC-CN-02,Shenzhen DC Bldg B,DISTRIBUTION_CENTER,175 Market Ave,Shenzhen,,CN,Brookline Property Trust,Gross,84,CNY,3.0,2 x 5 yr at FMV,"19,510",SQM,"356,000",19.04.2019,2026-04-18,"2,153,540",SUPERSEDED
LSE-1100,1,MER-DC-CN-02,Shenzhen DC Bldg B,DISTRIBUTION_CENTER,175 Market Ave,Shenzhen,,CN,Brookline Property Trust,Gross,84,CNY,3.0,2 x 5 yr at FMV,"19,510",SQM,"356,000",19.04.2019,2026-04-18,"2,291,000",SUPERSEDED
LSE-1100,2,MER-DC-CN-02,Shenzhen DC Bldg B,DISTRIBUTION_CENTER,175 Market Ave,Shenzhen,,CN,Brookline Property Trust,Gross,84,CNY,3.0,2 x 5 yr at FMV,"19,510",SQM,"356,000",19.04.2019,2026-04-18,"2,291,000",ACTIVE
LSE-5101,0,MER-DC-JP-01,Tokyo DC Bldg A,DISTRIBUTION_CENTER,200 Market Ave,Tokyo,,JP,Pacific Crown Estates,Modified Gross,120,JPY,2.0,2 x 5 yr at FMV,"18,116",SQM,"282,000",2010-05-21,2020-05-20,"1,945,600",EXPIRED
LSE-1101,0,MER-DC-JP-01,Tokyo DC Bldg A,DISTRIBUTION_CENTER,200 Market Ave,Tokyo,,JP,Pacific Crown Estates,Modified Gross,120,JPY,2.0,2 x 5 yr at FMV,"18,116",SQM,"282,000",2020-05-20,2030-05-20,"2,432,000",ACTIVE
LSE-5102,0,MER-DC-GB-01,London DC Bldg A,DISTRIBUTION_CENTER,225 Market Ave,London,,GB,Galleria Retail Trust,NNN,120,GBP,2.5,1 x 5 yr at 95% FMV,"18,116",SQM,"381,000",22.06.2011,2021-06-21,"1,951,200",EXPIRED
LSE-1102,0,MER-DC-GB-01,London DC Bldg A,DISTRIBUTION_CENTER,225 Market Ave,London,,GB,Galleria Retail Trust,NNN,120,GBP,2.5,1 x 5 yr at 95% FMV,"18,116",SQM,"381,000",21.06.2021,2031-06-21,"2,292,660",SUPERSEDED
LSE-1102,1,MER-DC-GB-01,London DC Bldg A,DISTRIBUTION_CENTER,225 Market Ave,London,,GB,Galleria Retail Trust,NNN,120,GBP,2.5,1 x 5 yr at 95% FMV,"18,116",SQM,"381,000",21.06.2021,2031-06-21,"2,439,000",ACTIVE
LSE-5103,0,MER-DC-MX-01,Monterrey DC Bldg A,DISTRIBUTION_CENTER,250 Harbor Rd,Monterrey,,MX,Stellar Urban Holdings,Modified Gross,144,USD,2.5,1 x 5 yr at 95% FMV,"18,116",SQM,"391,000",2010-07-22,2022-07-22,"1,868,800",EXPIRED
LSE-1103,0,MER-DC-MX-01,Monterrey DC Bldg A,DISTRIBUTION_CENTER,250 Harbor Rd,Monterrey,,MX,Stellar Urban Holdings,Modified Gross,144,USD,2.5,1 x 5 yr at 95% FMV,"18,116",SQM,"391,000",2022-07-22,2034-07-22,"2,336,000",SUPERSEDED
LSE-1103,1,MER-DC-MX-01,Monterrey DC Bldg A,DISTRIBUTION_CENTER,250 Harbor Rd,Monterrey,,MX,Stellar Urban Holdings,Modified Gross,144,USD,2.5,1 x 5 yr at 95% FMV,"18,116",SQM,"391,000",2022-07-22,2034-07-22,"2,336,000",ACTIVE
LSE-5104,0,MER-DC-SG-01,Singapore DC Bldg A,DISTRIBUTION_CENTER,275 Harbor Rd,Singapore,,SG,Galleria Retail Trust,NNN,144,USD,3.0,1 x 5 yr at 95% FMV,"18,116",SQM,"329,000",2011-08-23,2023-08-23,"1,895,200",EXPIRED
LSE-1104,0,MER-DC-SG-01,Singapore DC Bldg A,DISTRIBUTION_CENTER,275 Harbor Rd,Singapore,,SG,Galleria Retail Trust,NNN,144,USD,3.0,1 x 5 yr at 95% FMV,"18,116",SQM,"329,000",2023-08-23,2035-08-23,"2,226,860",SUPERSEDED
LSE-1104,1,MER-DC-SG-01,Singapore DC Bldg A,DISTRIBUTION_CENTER,275 Harbor Rd,Singapore,,SG,Galleria Retail Trust,NNN,144,USD,3.0,1 x 5 yr at 95% FMV,"18,116",SQM,"329,000",2023-08-23,2035-08-23,"2,369,000",SUPERSEDED
LSE-1104,2,MER-DC-SG-01,Singapore DC Bldg A,DISTRIBUTION_CENTER,275 Harbor Rd,Singapore,,SG,Galleria Retail Trust,NNN,144,USD,3.0,1 x 5 yr at 95% FMV,"18,116",SQM,"329,000",2023-08-23,2035-08-23,"2,369,000",ACTIVE
LSE-1105,0,MER-OFF-US-01,Riverside Galleria,OFFICE,300 Harbor Rd,Austin,TX,US,Stellar Urban Holdings,NNN,144,USD,2.0,1 x 5 yr at 95% FMV,"2,700",SF,"10,000",2016-09-24,2028-09-24,"32,000",ACTIVE
LSE-1106,0,MER-OFF-US-02,Denver Office Tower 2,OFFICE,325 Station Blvd,Denver,CO,US,Sakura Estate KK,NNN,144,USD,3.0,2 x 5 yr at FMV,"34,000",SF,"66,000",2017-10-25,2029-10-25,"373,180",SUPERSEDED
LSE-1106,1,MER-OFF-US-02,Denver Office Tower 2,OFFICE,325 Station Blvd,Denver,CO,US,Sakura Estate KK,NNN,144,USD,3.0,2 x 5 yr at FMV,"34,000",SF,"66,000",2017-10-25,2029-10-25,"397,000",ACTIVE
LSE-1107,0,MER-OFF-GB-03,Harbor Point Center,OFFICE,350 Station Blvd,London,,GB,Brookline Property Trust,Gross,60,GBP,2.0,none,"3,530",SQM,"78,000",26.11.2018,2023-11-26,"435,000",SUPERSEDED
LSE-1107,1,MER-OFF-GB-03,Harbor Point Center,OFFICE,350 Station Blvd,London,,GB,Brookline Property Trust,Gross,60,GBP,2.0,none,"3,530",SQM,"78,000",26.11.2018,2023-11-26,"435,000",ACTIVE
LSE-1108,0,MER-OFF-NL-04,Tilburg Office Tower 4,OFFICE,375 Station Blvd,Tilburg,,NL,Meridian Plaza Owners LLC,Modified Gross,120,EUR,2.0,3 x 3 yr fixed,"3,902",SQM,"76,000",27.12.2019,2029-12-26,"380,700",SUPERSEDED
LSE-1108,1,MER-OFF-NL-04,Tilburg Office Tower 4,OFFICE,375 Station Blvd,Tilburg,,NL,Meridian Plaza Owners LLC,Modified Gross,120,EUR,2.0,3 x 3 yr fixed,"3,902",SQM,"76,000",27.12.2019,2029-12-26,"405,000",SUPERSEDED
LSE-1108,2,MER-OFF-NL-04,Tilburg Office Tower 4,OFFICE,375 Station Blvd,Tilburg,,NL,Meridian Plaza Owners LLC,Modified Gross,120,EUR,2.0,3 x 3 yr fixed,"3,902",SQM,"76,000",27.12.2019,2029-12-26,"405,000",ACTIVE
LSE-5109,0,MER-OFF-JP-05,Tokyo Office Tower 5,OFFICE,100 Main St,Tokyo,,JP,Meridian Plaza Owners LLC,Gross,120,JPY,2.5,1 x 5 yr at 95% FMV,"4,274",SQM,"99,000",2010-01-01,2020-01-01,"466,400",EXPIRED
LSE-1109,0,MER-OFF-JP-05,Tokyo Office Tower 5,OFFICE,100 Main St,Tokyo,,JP,Meridian Plaza Owners LLC,Gross,120,JPY,2.5,1 x 5 yr at 95% FMV,"4,274",SQM,"99,000",2020-01-01,2029-12-31,"583,000",ACTIVE
LSE-5110,0,MER-OFF-CH-06,Zurich Office Tower 6,OFFICE,125 Main St,ZÃ¼rich,,CH,Cornerstone CRE Fund II,Modified Gross,120,CHF,2.0,none,"4,645",SQM,"102,000",03.02.2011,2021-02-02,"445,600",EXPIRED
LSE-1110,0,MER-OFF-CH-06,Zurich Office Tower 6,OFFICE,125 Main St,ZÃ¼rich,,CH,Cornerstone CRE Fund II,Modified Gross,120,CHF,2.0,none,"4,645",SQM,"102,000",02.02.2021,2031-02-02,"523,580",SUPERSEDED
LSE-1110,1,MER-OFF-CH-06,Zurich Office Tower 6,OFFICE,125 Main St,ZÃ¼rich,,CH,Cornerstone CRE Fund II,Modified Gross,120,CHF,2.0,none,"4,645",SQM,"102,000",02.02.2021,2031-02-02,"557,000",ACTIVE
LSE-5111,0,MER-LAB-US-01,Austin Research Lab 1,R&D_LAB,150 Main St,Austin,OR,US,Northbridge Logistics Park,Gross,120,USD,2.0,1 x 5 yr at 95% FMV,"42,000",SF,"95,000",2012-03-03,2022-03-03,"345,600",EXPIRED
LSE-1111,0,MER-LAB-US-01,Austin Research Lab 1,R&D_LAB,150 Main St,Austin,OR,US,Northbridge Logistics Park,Gross,120,USD,2.0,1 x 5 yr at 95% FMV,"42,000",SF,"95,000",2022-03-03,2032-03-02,"432,000",SUPERSEDED
LSE-1111,1,MER-LAB-US-01,Austin Research Lab 1,R&D_LAB,150 Main St,Austin,OR,US,Northbridge Logistics Park,Gross,120,USD,2.0,1 x 5 yr at 95% FMV,"42,000",SF,"95,000",2022-03-03,2032-03-02,"432,000",ACTIVE
LSE-5112,0,MER-LAB-TW-02,Gateway Plaza,R&D_LAB,175 Market Ave,Hsinchu,,TW,Brookline Property Trust,Gross,60,USD,2.5,none,"4,459",SQM,"71,000",2018-04-04,2023-04-04,"369,600",EXPIRED
LSE-1112,0,MER-LAB-TW-02,Gateway Plaza,R&D_LAB,175 Market Ave,Hsinchu,,TW,Brookline Property Trust,Gross,60,USD,2.5,none,"4,459",SQM,"71,000",2023-04-04,2028-04-03,"434,280",SUPERSEDED
LSE-1112,1,MER-LAB-TW-02,Gateway Plaza,R&D_LAB,175 Market Ave,Hsinchu,,TW,Brookline Property Trust,Gross,60,USD,2.5,none,"4,459",SQM,"71,000",2023-04-04,2028-04-03,"462,000",SUPERSEDED
LSE-1112,2,MER-LAB-TW-02,Gateway Plaza,R&D_LAB,175 Market Ave,Hsinchu,,TW,Brookline Property Trust,Gross,60,USD,2.5,none,"4,459",SQM,"71,000",2023-04-04,2028-04-03,"462,000",ACTIVE
LSE-5113,0,MER-LAB-CN-03,Shanghai Research Lab 3,R&D_LAB,200 Market Ave,Shanghai,,CN,Cornerstone CRE Fund II,Gross,144,CNY,2.0,2 x 5 yr at FMV,"5,017",SQM,"124,000",05.05.2004,2016-05-05,"510,400",TERMINATED
LSE-1113,0,MER-LAB-CN-03,Shanghai Research Lab 3,R&D_LAB,200 Market Ave,Shanghai,,CN,Cornerstone CRE Fund II,Gross,144,CNY,2.0,2 x 5 yr at FMV,"5,017",SQM,"124,000",05.05.2016,2028-05-05,"638,000",ACTIVE
LSE-1114,0,MER-LAB-KR-04,Hsinchu Research Lab 4,R&D_LAB,225 Market Ave,Hsinchu,,KR,Stellar Urban Holdings,NNN,60,USD,2.5,none,"5,574",SQM,"73,000",2017-06-06,2022-06-06,"638,260",SUPERSEDED
LSE-1114,1,MER-LAB-KR-04,Hsinchu Research Lab 4,R&D_LAB,225 Market Ave,Hsinchu,,KR,Stellar Urban Holdings,NNN,60,USD,2.5,none,"5,574",SQM,"73,000",2017-06-06,2022-06-06,"679,000",ACTIVE
LSE-1115,0,MER-DCN-US-01,Austin Data Center 1,DATA_CENTER,250 Harbor Rd,Austin,WA,US,Cornerstone CRE Fund II,Modified Gross,144,USD,2.0,2 x 5 yr at FMV,"60,000",,"93,000",2018-07-07,2030-07-07,"724,000",SUPERSEDED
LSE-1115,1,MER-DCN-US-01,Austin Data Center 1,DATA_CENTER,250 Harbor Rd,Austin,WA,US,Cornerstone CRE Fund II,Modified Gross,144,USD,2.0,2 x 5 yr at FMV,"60,000",,"93,000",2018-07-07,2030-07-07,"724,000",ACTIVE
LSE-1116,0,MER-DCN-US-02,Denver Data Center 2,DATA_CENTER,275 Harbor Rd,Denver,IL,US,Eurolog Property B.V.,Gross,144,USD,2.0,2 x 5 yr at FMV,"69,000",SF,"169,000",2019-08-08,2031-08-08,"739,780",SUPERSEDED
LSE-1116,1,MER-DCN-US-02,Denver Data Center 2,DATA_CENTER,275 Harbor Rd,Denver,IL,US,Eurolog Property B.V.,Gross,144,USD,2.0,2 x 5 yr at FMV,"69,000",SF,"169,000",2019-08-08,2031-08-08,"787,000",SUPERSEDED
LSE-1116,2,MER-DCN-US-02,Denver Data Center 2,DATA_CENTER,275 Harbor Rd,Denver,IL,US,Eurolog Property B.V.,Gross,144,USD,2.0,2 x 5 yr at FMV,"69,000",SF,"169,000",2019-08-08,2031-08-08,"787,000",ACTIVE
LSE-1117,0,MER-DCN-IE-03,Dublin Data Center 3,DATA_CENTER,300 Harbor Rd,Dublin,,IE,Sakura Estate KK,Modified Gross,120,USD,3.0,2 x 5 yr at FMV,"7,246",SQM,"126,000",2020-09-09,2030-09-09,"790,000",ACTIVE
LSE-5118,0,MER-DCN-NL-04,Tilburg Data Center 4,DATA_CENTER,325 Station Blvd,Tilburg,,NL,Stellar Urban Holdings,Gross,120,EUR,3.0,none,"8,083",SQM,"135,000",11.10.2011,2021-10-10,"786,400",EXPIRED
LSE-1118,0,MER-DCN-NL-04,Tilburg Data Center 4,DATA_CENTER,325 Station Blvd,Tilburg,,NL,Stellar Urban Holdings,Gross,120,EUR,3.0,none,"8,083",SQM,"135,000",10.10.2021,2031-10-10,"924,020",SUPERSEDED
LSE-1118,1,MER-DCN-NL-04,Tilburg Data Center 4,DATA_CENTER,325 Station Blvd,Tilburg,,NL,Stellar Urban Holdings,Gross,120,EUR,3.0,none,"8,083",SQM,"135,000",10.10.2021,2031-10-10,"983,000",ACTIVE
LSE-5119,0,MER-DCN-SG-05,Singapore Data Center 5,DATA_CENTER,350 Station Blvd,Singapore,,SG,Northbridge Logistics Park,Gross,84,USD,3.0,1 x 5 yr at 95% FMV,"8,919",SQM,"187,000",2015-11-12,2022-11-11,"966,400",EXPIRED
LSE-1119,0,MER-DCN-SG-05,Singapore Data Center 5,DATA_CENTER,350 Station Blvd,Singapore,,SG,Northbridge Logistics Park,Gross,84,USD,3.0,1 x 5 yr at 95% FMV,"8,919",SQM,"187,000",2022-11-11,2029-11-10,"1,208,000",SUPERSEDED
LSE-1119,1,MER-DCN-SG-05,Singapore Data Center 5,DATA_CENTER,350 Station Blvd,Singapore,,SG,Northbridge Logistics Park,Gross,84,USD,3.0,1 x 5 yr at 95% FMV,"8,919",SQM,"187,000",2022-11-11,2029-11-10,"1,208,000",ACTIVE
LSE-5120,0,MER-DCN-JP-06,Osaka Data Center 6,DATA_CENTER,375 Station Blvd,Osaka,,JP,Carraway REIT LP,NNN,60,JPY,3.0,3 x 3 yr fixed,"9,755",SQM,"137,000",2018-12-12,2023-12-12,"934,400",TERMINATED
LSE-1120,0,MER-DCN-JP-06,Osaka Data Center 6,DATA_CENTER,375 Station Blvd,Osaka,,JP,Carraway REIT LP,NNN,60,JPY,3.0,3 x 3 yr fixed,"9,755",SQM,"137,000",2023-12-12,2028-12-11,"1,097,920",SUPERSEDED
LSE-1120,1,MER-DCN-JP-06,Osaka Data Center 6,DATA_CENTER,375 Station Blvd,Osaka,,JP,Carraway REIT LP,NNN,60,JPY,3.0,3 x 3 yr fixed,"9,755",SQM,"137,000",2023-12-12,2028-12-11,"1,168,000",SUPERSEDED
LSE-1120,2,MER-DCN-JP-06,Osaka Data Center 6,DATA_CENTER,375 Station Blvd,Osaka,,JP,Carraway REIT LP,NNN,60,JPY,3.0,3 x 3 yr fixed,"9,755",SQM,"137,000",2023-12-12,2028-12-11,"1,168,000",ACTIVE
LSE-1019,9,MER-RTL-FR-0019,Paris Center Store,RETAIL,250 Harbor Rd,Paris,,FR,Northbridge Logistics Park,Gross,144,EUR,2.5,3 x 3 yr fixed,372,SQM,"15,000",19.07.2018,2028-10-11,"118,000",ACTIVE
