PO_NUMBER,PO_LINE_ITEM,DOC_TYPE,PO_DATE,VENDOR_ID,SUPPLIER_NAME,MATERIAL_NUMBER,SHORT_TEXT,ORDER_QTY,ORDER_UOM,NET_PRICE,PRICE_UNIT,CURRENCY,NET_VALUE_USD,INCOTERMS,INCOTERMS_LOCATION,PLANT_CODE,DELIVERY_DATE,PURCH_GROUP,PO_STATUS
4500088745,00010,NB,2025-01-29,0000105143,"Volta Energy Co., Ltd.",CMP-CBL-0129,flex ribbon cable 030,8111,EA,220.00,100,USD,"USD 17,844.20",FCA,TWTPE,MER-DC-US-02,2025-03-20,P108,CANCELLED
4500088745,00020,NB,2025-01-29,0000105143,"Volta Energy Co., Ltd.",CMP-CBL-0329,flex ribbon cable 230 - expedite,19079,EA,"2,410.00",1000,USD,"USD 45,980.39",FCA,TWTPE,MER-DC-US-03,2025-03-20,P108,OPEN
4500088745,00030,NB,2025-01-29,0000105143,"Volta Energy Co., Ltd.",MRO-GEN-0707,maintenance supply item 07,3368,EA,256.35,1,USD,"USD 863,386.80",FCA,TWTPE,MER-DC-US-04,2025-03-20,P108,CLOSED
4500088745,00040,NB,2025-01-29,0000105143,"Volta Energy Co., Ltd.",CMP-BAT-0118,Li-ion battery pack 4500mAh,8334,EA,940.00,100,USD,"78,339.60",FCA,TWTPE,MER-DC-US-05,2025-03-20,P108,OPEN
4500088752,00010,NB,2025-02-03,0000115281,"Qingdao Pearl Metalworks Industry Co., Ltd.",CMP-DSP-0227,OLED display module 128,34,KPC,"244,080.00",1000,CNY,"USD 1,152,600.00",DDP,KRPUS,MER-DC-US-03,2025-03-26,P101,CLOSED
4500088752,00020,NB,2025-02-03,0000115281,"Qingdao Pearl Metalworks Industry Co., Ltd.",CMP-DSP-0427,OLED display module 320,19501,EA,"60,544.80",100,CNY,"1,639,839.09",DDP,KRPUS,MER-DC-US-04,2025-03-26,P101,CLOSED
4500088752,00030,NB,2025-02-03,0000115281,"Qingdao Pearl Metalworks Industry Co., Ltd.",CMP-DSP-0227,OLED display module 128,34,KPC,"244,080.00",1000,CNY,"1,152,600.00",DDP,KRPUS,MER-DC-US-05,2025-03-26,P101,CLOSED
4500088752,00040,NB,2025-02-03,0000115281,"Qingdao Pearl Metalworks Industry Co., Ltd.",CMP-DSP-0427,OLED display module 320,36,KPC,"60,544.80",100,CNY,"3,027,240.00",DDP,KRPUS,MER-DC-US-06,2025-03-26,P101,CANCELLED
4500088754,00010,NB,2025-02-08,0000106787,Xiamen Harbor Energy Inc.,CMP-CAM-0454,camera module 355,9126,PC,"3,711.00",100,USD,"338,665.86",CIF,CNYTN,MER-DC-US-04,2025-04-01,P102,OPEN
4500088754,00020,NB,2025-02-08,0000106787,Xiamen Harbor Energy Inc.,CMP-CAM-0253,camera module 154,592,EA,403.30,10,USD,"USD 23,875.36",CIF,CNYTN,MER-DC-US-05,2025-04-01,P102,CLOSED
4500088754,00030,NB,2025-02-08,0000106787,Xiamen Harbor Energy Inc.,CMP-CAM-0454,camera module 355,4948,EA,37.11,1,USD,"183,620.28",CIF,CNYTN,MER-DC-US-06,2025-04-01,P102,CLOSED
4500088756,00010,ZNB,2025-02-13,0000133365,Shaoxing Metalworks Industrial Corp.,CMP-DSP-0251,OLED display module 152,41,KPC,"1,083,200.00",1000,TWD,"1,387,850.00",FOB,CNXMN,MER-DC-US-05,2025-04-07,P107,CLOSED
4500088756,00020,ZNB,2025-02-13,0000133365,Shaoxing Metalworks Industrial Corp.,CMP-DSP-0452,OLED display module 353,2991,EA,"2,332.80",1,TWD,"USD 218,043.90",FOB,CNXMN,MER-DC-US-06,2025-04-07,P107,CLOSED
4500088756,00030,ZNB,2025-02-13,0000133365,Shaoxing Metalworks Industrial Corp.,CMP-DSP-0251,OLED display module 152,12999,EA,"108,320.00",100,TWD,"440,016.15",FOB,CNXMN,MER-DC-NL-01,2025-04-07,P107,CLOSED
4500088763,00010,NB,2025-02-18,110623,"Zhongshan Circuit Co., Ltd.",CMP-CBL-0209,flex ribbon cable 110,9726,EA,21.60,10,USD,"USD 21,008.16",CIF,VNSGN,MER-DC-US-06,2025-04-13,P103,CLOSED
4500088763,00020,NB,2025-02-18,110623,"Zhongshan Circuit Co., Ltd.",CMP-CBL-0209,flex ribbon cable 110,17692,EA,21.60,10,USD,"38,214.72",CIF,VNSGN,MER-DC-NL-01,2025-04-13,P103,CLOSED
4500088763,00030,NB,2025-02-18,110623,"Zhongshan Circuit Co., Ltd.",CMP-CBL-0409,flex ribbon cable 302,3023,PC,"1,910.00",1000,USD,"5,773.93",CIF,VNSGN,MER-DC-DE-01,2025-04-13,P103,CLOSED
4500088763,00040,NB,2025-02-18,110623,"Zhongshan Circuit Co., Ltd.",CMP-CBL-0209,flex ribbon cable 110 - expedite,17858,PC,2.16,1,USD,"USD 38,573.28",CIF,VNSGN,MER-DC-CN-01,2025-04-13,P103,CLOSED
4500088765,00010,NB,2025-02-23,0000105554,Dongguan Rixin Microsystems Industrial Corp.,CMP-ADH-0360,structural adhesive 261,13462,EA,"123,200.00",1000,TWD,"51,828.70",CIF,CNYTN,MER-DC-NL-01,2025-04-19,P103,CLOSED
4500088765,00020,NB,2025-02-23,0000105554,Dongguan Rixin Microsystems Industrial Corp.,MRO-GEN-0714,maintenance supply item 14,1969,EA,"97,344.00",100,TWD,"59,896.98",CIF,CNYTN,MER-DC-DE-01,2025-04-19,P103,CANCELLED
4500088765,00030,NB,2025-02-23,0000105554,Dongguan Rixin Microsystems Industrial Corp.,CMP-ADH-0160,structural adhesive 061,52,KPC,"143,360.00",1000,TWD,"USD 232,960.00",CIF,CNYTN,MER-DC-CN-01,2025-04-19,P103,CANCELLED
4500088773,00010,NB,2025-02-28,0000119665,"Sapporo Electronics Industry Co., Ltd.",CMP-DSP-0492,OLED display module 393,29,KPC,"60,429.60",100,CNY,"2,433,970.00",DAP,VNSGN,MER-DC-DE-01,2025-04-25,P107,CLOSED
4500088773,00020,NB,2025-02-28,0000119665,"Sapporo Electronics Industry Co., Ltd.",CMP-DSP-0291,OLED display module 192,3,KPC,"272,448.00",1000,CNY,"USD 113,520.00",DAP,VNSGN,MER-DC-CN-01,2025-04-25,P107,OPEN
4500088773,00030,NB,2025-02-28,0000119665,"Sapporo Electronics Industry Co., Ltd.",CMP-DSP-0291,OLED display module 192,3,KPC,"272,448.00",1000,CNY,"USD 113,520.00",DAP,VNSGN,MER-DC-CN-02,2025-04-25,P107,CANCELLED
4500088773,00040,NB,2025-02-28,0000119665,"Sapporo Electronics Industry Co., Ltd.",CMP-DSP-0291,OLED display module 192,34,KPC,"27,244.80",100,CNY,"1,286,560.00",DAP,VNSGN,MER-DC-JP-01,2025-04-25,P107,CLOSED
4500088778,00010,NB,2025-03-05,0000107883,Sendai Components Inc.,CMP-CAM-0269,camera module 170,11523,EA,15.58,1,USD,"USD 179,528.34",DDP,CNSHA,MER-DC-CN-01,2025-05-01,P102,OPEN
4500088782,00010,NB,2025-03-10,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0375,torx screw 276,11,KPC,44.80,10,TWD,"1,540.00",FCA,JPNGO,MER-DC-CN-02,2025-05-07,P107,OPEN
4500088782,00020,NB,2025-03-10,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0175,torx screw 068,19361,EA,3.20,1,TWD,"1,936.10",FCA,JPNGO,MER-DC-JP-01,2025-05-07,P107,CLOSED
4500088782,00030,NB,2025-03-10,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0375,torx screw 276,11,KPC,4.48,1,TWD,"1,540.00",FCA,JPNGO,MER-DC-GB-01,2025-05-07,P107,CANCELLED
4500088782,00040,NB,2025-03-10,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0175,torx screw 068,34,KPC,320.00,100,TWD,"USD 3,400.00",FCA,JPNGO,MER-DC-MX-01,2025-05-07,P107,CLOSED
4500088785,00010,NB,2025-03-15,0000113226,Nagoya Polymer Industrial Corp.,CMP-ADH-0272,structural adhesive 173 - expedite,7393,PC,"140,160.00",1000,TWD,"32,381.34",CIF,JPNGO,MER-DC-JP-01,2025-05-13,P105,CANCELLED
4500088785,00020,NB,2025-03-15,0000113226,Nagoya Polymer Industrial Corp.,CMP-ADH-0473,structural adhesive 366 - expedite,2821,EA,92.80,1,TWD,"8,180.90",CIF,JPNGO,MER-DC-GB-01,2025-05-13,P105,CANCELLED
4500088785,00030,NB,2025-03-15,0000113226,Nagoya Polymer Industrial Corp.,CMP-ADH-0272,structural adhesive 173,16161,EA,"14,016.00",100,TWD,"USD 70,785.18",CIF,JPNGO,MER-DC-MX-01,2025-05-13,P105,CANCELLED
4500088785,00040,NB,2025-03-15,0000113226,Nagoya Polymer Industrial Corp.,CMP-ADH-0473,structural adhesive 366,7101,EA,"92,800.00",1000,TWD,"20,592.90",CIF,JPNGO,MER-DC-SG-01,2025-05-13,P105,CANCELLED
4500088789,00010,ZNB,2025-03-20,0000106239,"Chengdu Skylark Components Co., Ltd.",CMP-CBL-0345,flex ribbon cable 246,8183,EA,182.00,100,USD,"14,893.06",FCA,JPNGO,MER-DC-GB-01,2025-05-19,P100,CLOSED
4500088789,00020,ZNB,2025-03-20,0000106239,"Chengdu Skylark Components Co., Ltd.",CMP-CBL-0145,flex ribbon cable 046,8369,EA,21.80,10,USD,"18,244.42",FCA,JPNGO,MER-DC-MX-01,2025-05-19,P100,CANCELLED
4500088789,00030,ZNB,2025-03-20,0000106239,"Chengdu Skylark Components Co., Ltd.",CMP-CBL-0345,flex ribbon cable 246,7364,PC,182.00,100,USD,"13,402.48",FCA,JPNGO,MER-DC-SG-01,2025-05-19,P100,CLOSED
4500088789,00040,ZNB,2025-03-20,0000106239,"Chengdu Skylark Components Co., Ltd.",CMP-CBL-0145,flex ribbon cable 046,2758,EA,21.80,10,USD,"6,012.44",FCA,JPNGO,MER-3PL-US-01,2025-05-19,P100,OPEN
4500088797,00010,NB,2025-03-25,0000125693,Chiayi Acoustics Industrial Corp.,CMP-FST-0279,torx screw 180,15272,EA,9.60,10,TWD,USD 458.16,FOB,CNXMN,MER-DC-MX-01,2025-05-25,P107,CANCELLED
4500088805,00010,NB,2025-03-30,0000109390,Nara Tooling Corporation,CMP-PCB-0517,main logic board assembly 418,884,EA,"18,218,700.00",1000,JPY,"USD 103,905.36",EXW,TWKHH,MER-DC-SG-01,2025-05-31,P105,CANCELLED
4500088805,00020,NB,2025-03-30,0000109390,Nara Tooling Corporation,CMP-PCB-0116,main logic board assembly 017,3924,EA,"134,028.50",10,JPY,"USD 339,308.28",EXW,TWKHH,MER-3PL-US-01,2025-05-31,P105,CLOSED
4500088813,00010,NB,2025-04-04,0000105280,Taoyuan Optics Joint Stock Company,CMP-ENC-0206,machined housing 107 - expedite,1622,PC,20.40,10,USD,"3,308.88",CIF,TWTPE,MER-3PL-US-01,2025-06-06,P102,CANCELLED
4500088813,00020,NB,2025-04-04,0000105280,Taoyuan Optics Joint Stock Company,CMP-ENC-0406,machined housing 307 - expedite,11234,PC,4.20,1,USD,"USD 47,182.80",CIF,TWTPE,MER-3PL-PL-02,2025-06-06,P102,CLOSED
4500088813,00030,NB,2025-04-04,0000105280,Taoyuan Optics Joint Stock Company,CMP-ENC-0206,machined housing 107,18721,EA,2.04,1,USD,"38,190.84",CIF,TWTPE,MER-3PL-MY-03,2025-06-06,P102,CLOSED
4500088813,00040,NB,2025-04-04,0000105280,Taoyuan Optics Joint Stock Company,CMP-ENC-0406,machined housing 307 - expedite,15989,EA,42.00,10,USD,"67,153.80",CIF,TWTPE,MER-DC-US-01,2025-06-06,P102,CLOSED
4500088820,00010,NB,2025-04-09,0000116788,Hefei Summit Optics Industry Co. Ltd,CMP-BAT-0475,Li-ion battery pack 376,836,EA,68.18,1,CNY,"USD 7,916.92",DDP,CNXMN,MER-3PL-PL-02,2025-06-12,P105,CLOSED
4500088820,00020,NB,2025-04-09,0000116788,"Hefei Summit Optics Industry Co, Ltd",CMP-BAT-0274,Li-ion battery pack 167,18924,EA,102.10,1,CNY,"USD 268,342.32",DDP,CNXMN,MER-3PL-MY-03,2025-06-12,P105,CLOSED
4500088822,00010,NB,2025-04-14,0000107198,Yokohama Kiyo Microsystems Corporation,CMP-PCB-0284,main logic board assembly 185,5402,PC,116.09,1,USD,"USD 627,118.18",FCA,VNSGN,MER-3PL-MY-03,2025-06-18,P108,CANCELLED
4500088822,00020,NB,2025-04-14,0000107198,Yokohama Kiyo Microsystems Corporation,CMP-PCB-0485,main logic board assembly 386,1564,EA,"160,735.00",10,JPY,"USD 162,186.80",FCA,VNSGN,MER-DC-US-01,2025-06-18,P108,CLOSED
4500088826,00010,NB,2025-04-19,0000104732,"Hailong Precision Industry Co., Ltd.",CMP-BAT-0298,Li-ion battery pack 199,14356,EA,902.16,10,CNY,"USD 179,880.68",EXW,KRPUS,MER-DC-US-01,2025-06-24,P108,CANCELLED
4500088826,00020,NB,2025-04-19,0000104732,"Hailong Precision Industry Co., Ltd.",CMP-BAT-0298,Li-ion battery pack 199,5031,EA,"90,216.00",1000,CNY,"USD 63,038.43",EXW,KRPUS,MER-DC-US-02,2025-06-24,P108,OPEN
4500088826,00030,NB,2025-04-19,0000104732,"Hailong Precision Industry Co., Ltd.",MRO-GEN-0700,maintenance supply item 00,15811,EA,934.42,1,CNY,"USD 2,051,951.58",EXW,KRPUS,MER-DC-US-03,2025-06-24,P108,CLOSED
4500088826,00040,NB,2025-04-19,0000104732,"Hailong Precision Industry Co., Ltd.",CMP-DSP-0451,6.7-inch OLED display module,51,KPC,"300,960.00",1000,CNY,"USD 2,131,800.00",EXW,KRPUS,MER-DC-US-04,2025-06-24,P108,CLOSED
4500088834,00010,ZNB,2025-04-24,0000111445,Dalian Crest Electronics Industrial Corp.,CMP-FST-0472,torx screw 373,2,KPC,"3,200.00",1000,TWD,USD 200.00,DDP,CNSHA,MER-DC-US-02,2025-06-30,P103,OPEN
4500088834,00020,ZNB,2025-04-24,0000111445,Dalian Crest Electronics Industrial Corp.,CMP-FST-0472,torx screw 373,5749,EA,"3,200.00",1000,TWD,574.90,DDP,CNSHA,MER-DC-US-03,2025-06-30,P103,CANCELLED
4500088834,00030,ZNB,2025-04-24,0000111445,Dalian Crest Electronics Industrial Corp.,CMP-FST-0271,torx screw 172,16,KPC,960.00,100,TWD,"4,800.00",DDP,CNSHA,MER-DC-US-04,2025-06-30,P103,CANCELLED
4500088839,00010,NB,2025-04-29,0000105828,"Pusan Display Industry Co., Ltd.",CMP-BAT-0515,Li-ion battery pack 416,15713,EA,62.14,1,CNY,"135,603.19",FOB,TWKHH,MER-DC-US-03,2025-07-06,P107,CLOSED
4500088839,00020,NB,2025-04-29,0000105828,"Pusan Display Industry Co., Ltd.",CMP-BAT-0114,Li-ion battery pack 015,3331,EA,52.13,1,CNY,"24,116.44",FOB,TWKHH,MER-DC-US-04,2025-07-06,P107,CLOSED
4500088839,00030,NB,2025-04-29,0000105828,"Pusan Display Industry Co., Ltd.",CMP-BAT-0314,Li-ion battery pack 215,1504,PC,"9,540.00",100,CNY,"19,928.00",FOB,TWKHH,MER-DC-US-05,2025-07-06,P107,CLOSED
4500088839,00040,NB,2025-04-29,0000105828,"Pusan Display Industry Co., Ltd.",CMP-BAT-0114,Li-ion battery pack 015 - expedite,3331,EA,52.13,1,CNY,"24,116.44",FOB,TWKHH,MER-DC-US-06,2025-07-06,P107,CLOSED
4500088841,00010,NB,2025-05-04,0000121720,Ningbo Anchor Optics Joint Stock Company,CMP-ENC-0246,machined housing 147,5891,EA,28.60,10,USD,"16,848.26",CIF,CNYTN,MER-DC-US-04,2025-07-12,P106,CLOSED
4500088841,00020,NB,2025-05-04,0000121720,Ningbo Anchor Optics Joint Stock Company,CMP-ENC-0446,machined housing 347,14003,EA,888.00,100,USD,"124,346.64",CIF,CNYTN,MER-DC-US-05,2025-07-12,P106,OPEN
4500088841,00030,NB,2025-05-04,0000121720,Ningbo Anchor Optics Joint Stock Company,CMP-ENC-0246,machined housing 147,5891,EA,28.60,10,USD,"16,848.26",CIF,CNYTN,MER-DC-US-06,2025-07-12,P106,CANCELLED
4500088843,00010,NB,2025-05-09,0000108431,"Taichung Energy Co., Ltd.",CMP-CBL-0377,flex ribbon cable 278,15698,PC,1.97,1,USD,"30,925.06",CIF,VNSGN,MER-DC-US-05,2025-06-08,P100,CLOSED
4500088843,00020,NB,2025-05-09,0000108431,"Taichung Energy Co., Ltd.",CMP-CBL-0177,flex ribbon cable 078,2976,EA,"2,470.00",1000,USD,"7,350.72",CIF,VNSGN,MER-DC-US-06,2025-06-08,P100,CLOSED
4500088843,00030,NB,2025-05-09,0000108431,"Taichung Energy Co., Ltd.",CMP-CBL-0377,flex ribbon cable 278,18169,EA,19.70,10,USD,"35,792.93",CIF,VNSGN,MER-DC-NL-01,2025-06-08,P100,OPEN
4500088850,00010,NB,2025-05-14,0000105006,Kunshan Polymer Corporation,CMP-PCB-0252,main logic board assembly 153,18167,EA,"49,724.00",10,JPY,"USD 582,797.36",CIF,JPNGO,MER-DC-US-06,2025-06-14,P102,OPEN
4500088850,00020,NB,2025-05-14,0000105006,Kunshan Polymer Corporation,CMP-PCB-0453,main logic board assembly 354,9396,PC,"5,818,700.00",1000,JPY,"352,725.84",CIF,JPNGO,MER-DC-NL-01,2025-06-14,P102,OPEN
4500088852,00010,NB,2025-05-19,0000114459,Da Nang Components Inc,CMP-CAM-0365,camera module 266,11009,EA,34.67,1,USD,"381,682.03",FCA,JPNGO,MER-DC-NL-01,2025-06-20,P108,CLOSED
4500088854,00010,NB,2025-05-24,0000106513,"Gumi Electronics Industry Co., Ltd.",CMP-DSP-0299,OLED display module 200,17248,EA,"524,016.00",1000,CNY,"1,255,309.44",DDP,CNXMN,MER-DC-DE-01,2025-06-26,P104,CLOSED
4500088854,00020,NB,2025-05-24,0000106513,"Gumi Electronics Industry Co., Ltd.",CMP-DSP-0500,OLED display module 393,18,KPC,229.82,1,CNY,"574,560.00",DDP,CNXMN,MER-DC-CN-01,2025-06-26,P104,CLOSED
4500088854,00030,NB,2025-05-24,0000106513,"Gumi Electronics Industry Co., Ltd.",CMP-DSP-0299,OLED display module 200,9262,EA,"52,401.60",100,CNY,"674,088.36",DDP,CNXMN,MER-DC-CN-02,2025-06-26,P104,CLOSED
4500088854,00040,NB,2025-05-24,0000106513,"Gumi Electronics Industry Co., Ltd.",CMP-DSP-0500,OLED display module 393,3023,EA,"22,982.40",100,CNY,"96,494.16",DDP,CNXMN,MER-DC-JP-01,2025-06-26,P104,CANCELLED
4500088856,00010,ZNB,2025-05-29,0000128707,Taoyuan Circuit Inc.,CMP-CAM-0373,camera module 266,16797,EA,"3,384.00",100,USD,"568,410.48",DAP,VNSGN,MER-DC-CN-01,2025-07-02,P104,CLOSED
4500088860,00010,NB,2025-06-03,0000110075,Chiayi Energy Inc.,CMP-CAM-0101,camera module 002,9562,EA,131.30,10,USD,"USD 125,549.06",EXW,CNXMN,MER-DC-CN-02,2025-07-08,P104,CLOSED
4500088866,00010,NB,2025-06-08,0000105417,"Nagoya Metalworks Industry Co., Ltd.",CMP-DSP-0484,OLED display module 385,19,KPC,219.46,1,CNY,"579,120.00",DAP,TWTPE,MER-DC-JP-01,2025-07-14,P106,CLOSED
4500088868,00010,NB,2025-06-13,0000118569,"Changshu Metalworks Industry Co., Ltd.",CMP-DSP-0275,OLED display module 176,12456,EA,"49,773.60",100,CNY,"USD 861,083.28",FOB,TWKHH,MER-DC-GB-01,2025-07-20,P103,CLOSED
4500088868,00020,NB,2025-06-13,0000118569,"Changshu Metalworks Industry Co., Ltd.",CMP-DSP-0476,OLED display module 377,48,KPC,"18,079.20",100,CNY,"1,205,280.00",FOB,TWKHH,MER-DC-MX-01,2025-07-20,P103,CLOSED
4500088871,00010,NB,2025-06-18,0000107609,"Zhuhai Coral Acoustics Industry Co., Ltd.",CMP-DSP-0115,OLED display module 016,12617,EA,376.20,10,USD,"474,651.54",DAP,JPNGO,MER-DC-MX-01,2025-07-26,P104,CANCELLED
4500088871,00020,NB,2025-06-18,0000107609,"Zhuhai Coral Acoustics Industry Co., Ltd.",CMP-DSP-0315,OLED display module 216 - expedite,18776,EA,343.70,10,USD,"645,331.12",DAP,JPNGO,MER-DC-SG-01,2025-07-26,P104,CANCELLED
4500088879,00010,NB,2025-06-23,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0175,torx screw 068 - expedite,6,KPC,"3,200.00",1000,TWD,600.00,DDP,KRPUS,MER-DC-SG-01,2025-08-01,P102,CLOSED
4500088879,00020,NB,2025-06-23,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0375,torx screw 276,56,KPC,4.48,1,TWD,"7,840.00",DDP,KRPUS,MER-3PL-US-01,2025-08-01,P102,CANCELLED
4500088885,00010,NB,2025-06-28,0000112541,Hailong Acoustics Industrial Corp.,CMP-FST-0488,torx screw 389,5123,EA,80.00,10,TWD,"USD 1,280.75",FCA,TWTPE,MER-3PL-US-01,2025-08-07,P105,CANCELLED
4500088885,00020,NB,2025-06-28,0000112541,Hailong Acoustics Industrial Corp.,CMP-FST-0287,torx screw 188,59,KPC,96.00,10,TWD,"17,700.00",FCA,TWTPE,MER-3PL-PL-02,2025-08-07,P105,CLOSED
4500088885,00030,NB,2025-06-28,0000112541,Hailong Acoustics Industrial Corp.,CMP-FST-0488,torx screw 389,15672,PC,"8,000.00",1000,TWD,"3,918.00",FCA,TWTPE,MER-3PL-MY-03,2025-08-07,P105,OPEN
4500088885,00040,NB,2025-06-28,0000112541,Hailong Acoustics Industrial Corp.,CMP-FST-0488,torx screw 389,15672,PC,"8,000.00",1000,TWD,"USD 3,918.00",FCA,TWTPE,MER-DC-US-01,2025-08-07,P105,OPEN
4500088888,00010,ZNB,2025-07-03,0000106102,Ningbo Anchor Tooling Corporation,CMP-PCB-0268,main logic board assembly 169,10334,EA,"59,670.00",1000,USD,"USD 616,629.78",CIF,VNSGN,MER-3PL-PL-02,2025-08-13,P103,CLOSED
4500088888,00020,ZNB,2025-07-03,0000106102,Ningbo Anchor Tooling Corporation,CMP-PCB-0469,main logic board assembly 370,13988,EA,"5,808.00",100,USD,"USD 812,423.04",CIF,VNSGN,MER-3PL-MY-03,2025-08-13,P103,OPEN
4500088888,00030,ZNB,2025-07-03,0000106102,Ningbo Anchor Tooling Corporation,CMP-PCB-0268,main logic board assembly 169 - expedite,14561,EA,"59,670.00",1000,USD,"USD 868,854.87",CIF,VNSGN,MER-DC-US-01,2025-08-13,P103,CLOSED
4500088892,00010,NB,2025-07-08,0000124186,Kyoto Hana Tooling Industrial Corp.,CMP-ADH-0432,structural adhesive 333,8166,EA,310.40,10,TWD,"7,921.02",DDP,TWKHH,MER-3PL-MY-03,2025-08-19,P100,OPEN
4500088892,00020,NB,2025-07-08,0000124186,Kyoto Hana Tooling Industrial Corp.,CMP-ADH-0432,structural adhesive 333,8166,EA,310.40,10,TWD,"7,921.02",DDP,TWKHH,MER-DC-US-01,2025-08-19,P100,CANCELLED
4500088899,00010,NB,2025-07-13,0000108979,Hefei Summit Circuit Inc.,CMP-CAM-0285,camera module 186,4332,EA,23.21,1,USD,"USD 100,545.72",EXW,CNXMN,MER-DC-US-01,2025-08-25,P106,OPEN
4500088903,00010,NB,2025-07-18,0000105143,"Volta Energy Co., Ltd.",MRO-GEN-0707,maintenance supply item 07,4713,PC,256.35,1,USD,"1,208,177.55",DAP,JPNGO,MER-DC-US-02,2025-08-31,P105,OPEN
4500088903,00020,NB,2025-07-18,0000105143,"Volta Energy Co., Ltd.",CMP-BAT-0118,Li-ion battery pack 4500mAh,5949,EA,"9,400.00",1000,USD,"USD 55,920.60",DAP,JPNGO,MER-DC-US-03,2025-08-31,P105,OPEN
4500088903,00030,NB,2025-07-18,0000105143,"Volta Energy Co., Ltd.",CMP-CBL-0129,flex ribbon cable 030,10773,EA,"2,200.00",1000,USD,"USD 23,700.60",DAP,JPNGO,MER-DC-US-04,2025-08-31,P105,CANCELLED
4500088907,00010,NB,2025-07-23,0000115829,Ulsan Acoustics Industrial Corp.,CMP-FST-0135,torx screw 036 - expedite,10132,EA,256.00,100,TWD,USD 810.56,FOB,CNXMN,MER-DC-US-03,2025-09-06,P103,CLOSED
4500088907,00020,NB,2025-07-23,0000115829,Ulsan Acoustics Industrial Corp.,CMP-FST-0335,torx screw 236,7,KPC,25.60,10,TWD,560.00,FOB,CNXMN,MER-DC-US-04,2025-09-06,P103,CLOSED
4500088912,00010,NB,2025-07-28,0000106924,"Wuxi Crane Optics Industry Co., Ltd.",CMP-BAT-0330,Li-ion battery pack 231 - expedite,7608,PC,811.44,10,CNY,"USD 85,742.16",EXW,CNSHA,MER-DC-US-04,2025-09-12,P101,CANCELLED
4500088912,00020,NB,2025-07-28,0000106924,"Wuxi Crane Optics Industry Co., Ltd.",CMP-BAT-0130,Li-ion battery pack 023 - expedite,10987,EA,"89,208.00",1000,CNY,"136,128.93",EXW,CNSHA,MER-DC-US-05,2025-09-12,P101,CLOSED
4500088917,00010,NB,2025-08-02,0000134735,"QUANG NAM ENERGY CO., LTD.",CMP-CAM-0221,camera module 122,12901,EA,21.57,1,USD,"278,274.57",EXW,CNXMN,MER-DC-US-05,2025-09-18,P106,CLOSED
4500088917,00020,NB,2025-08-02,0000134735,Quang  Nam Energy Co Ltd,CMP-CAM-0421,camera module 322,7796,EA,22.98,1,USD,"179,152.08",EXW,CNXMN,MER-DC-US-06,2025-09-18,P106,CANCELLED
4500088917,00030,NB,2025-08-02,0000134735,"QUANG NAM ENERGY CO., LTD.",CMP-CAM-0221,camera module 122,7511,EA,"21,570.00",1000,USD,"USD 162,012.27",EXW,CNXMN,MER-DC-NL-01,2025-09-18,P106,CLOSED
4500088924,00010,ZNB,2025-08-07,110897,"Miaoli Acoustics Industry Co., Ltd.",CMP-DSP-0363,OLED display module 264,10178,EA,"400,464.00",1000,CNY,"566,100.36",CIF,VNSGN,MER-DC-US-06,2025-09-24,P103,CLOSED
4500088924,00020,ZNB,2025-08-07,110897,"Miaoli Acoustics Industry Co., Ltd.",CMP-DSP-0163,OLED display module 064 - expedite,5296,EA,"43,387.20",100,CNY,"319,136.96",CIF,VNSGN,MER-DC-NL-01,2025-09-24,P103,CANCELLED
4500088924,00030,ZNB,2025-08-07,110897,"Miaoli Acoustics Industry Co., Ltd.",CMP-DSP-0363,OLED display module 264,13449,EA,"40,046.40",100,CNY,"748,033.38",CIF,VNSGN,MER-DC-DE-01,2025-09-24,P103,CLOSED
4500088924,00040,ZNB,2025-08-07,110897,"Miaoli Acoustics Industry Co., Ltd.",CMP-DSP-0163,OLED display module 064,16,KPC,"43,387.20",100,CNY,"USD 964,160.00",CIF,VNSGN,MER-DC-CN-01,2025-09-24,P103,CLOSED
4500088926,00010,NB,2025-08-12,0000105691,Hsinchu Circuit Inc.,CMP-CAM-0237,camera module 138,13947,PC,13.05,1,USD,"182,008.35",EXW,CNSHA,MER-DC-NL-01,2025-09-30,P101,CLOSED
4500088932,00010,NB,2025-08-17,0000120487,"Suzhou Brightway Circuit Co., Ltd.",CMP-CBL-0353,flex ribbon cable 254,15011,PC,0.46,1,USD,"6,905.06",CIF,TWTPE,MER-DC-DE-01,2025-10-06,P102,CLOSED
4500088932,00020,NB,2025-08-17,0000120487,"Suzhou Brightway Circuit Co., Ltd.",CMP-CBL-0153,flex ribbon cable 054,6508,EA,275.00,100,USD,"17,897.00",CIF,TWTPE,MER-DC-CN-01,2025-10-06,P102,CANCELLED
