CONTRACT_NUMBER,SUPPLIER_ID,SUPPLIER_LEGAL_NAME,DUNS_NUMBER,CONTRACT_TYPE,EFFECTIVE_DATE,EXPIRATION_DATE,AUTO_RENEWAL_FLAG,PAYMENT_TERMS,DEFAULT_INCOTERMS,INCOTERMS_NAMED_PLACE,ANNUAL_COMMITTED_SPEND,COMMITMENT_CURRENCY,REBATE_PCT,SUPPLIER_COUNTRY,GOVERNING_LAW,BUYER_ENTITY,STATUS
MSA-2024-0334,0000123775,"Haiphong Circuit Co., Ltd.",604546803,MSA,2024-11-11,2027-11-11,N,2/10NET30,FCA,CNYTN port of loading,"810,000",USD,,KR,South Korea,Meridian Devices Inc.,ACTIVE
MSA-2025-0335,0000123912,Foshan Ridge Display Joint Stock Company,604547780,MSA,2025-12-12,2028-12-12,,NET30,EXW,VNSGN port of loading,"219,000",USD,0.0,VN,Vietnam,Meridian International B.V.,ACTIVE
PA-2023-0336,0000124049,"Taichung Acoustics Industry Co., Ltd.",604548757,PRICING_AGREEMENT,2023-01-13,2025-01-13,Y,NET45,CIF,JPNGO port of loading,,USD,1.5,CN,PRC,Meridian Trading (Shanghai) Co.,ACTIVE
MSA-2024-0337,0000124186,Kyoto Hana Tooling Industrial Corp.,604549734,MSA,2024-02-14,2027-02-14,N,NET60,DDP,TWTPE port of loading,"881,000",USD,2.0,TW,Taiwan,Meridian Devices Inc.,ACTIVE
MSA-2025-0338,0000124323,Daegu Components Inc.,604550711,MSA,2025-03-15,2028-03-15,,2/10NET30,DAP,CNYTN port of loading,"846,000",USD,2.5,US,New York,Meridian International B.V.,ACTIVE
PA-2023-0339,0000124460,"Binh Duong Precision Industry Co., Ltd.",604551688,PRICING_AGREEMENT,2023-04-16,2025-04-16,Y,NET30,FOB,VNSGN port of loading,,USD,,CN,PRC,Meridian Devices Inc.,TERMINATED
MSA-2024-0340,0000124597,Hefei Summit Electronics Industrial Corp.,604552665,MSA,2024-05-17,2027-05-17,N,NET45,FCA,TBD,"65,000",USD,0.0,TW,Taiwan,Meridian International B.V.,ACTIVE
MSA-2025-0341,0000124734,Hangzhou Lake Polymer Corporation,604553642,MSA,2025-06-18,2028-06-18,,NET60,EXW,TWTPE port of loading,"440,000",EUR,1.5,JP,Japan,Meridian Trading (Shanghai) Co.,ACTIVE
PA-2023-0342,0000124871,"Keelung Energy Co., Ltd.",604554619,PRICING_AGREEMENT,2023-07-19,2025-07-19,Y,2/10NET30,CIF,CNYTN port of loading,,USD,2.0,KR,South Korea,Meridian Devices Inc.,ACTIVE
MSA-2024-0343,0000125008,Nara Optics Joint Stock Company,604555596,MSA,2024-08-20,2027-08-20,N,NET30,DDP,VNSGN port of loading,"747,000",USD,2.5,VN,Vietnam,Meridian International B.V.,ACTIVE
MSA-2025-0344,0000125145,"Suwon Metalworks Industry Co., Ltd.",604556573,MSA,2025-09-21,2028-09-21,,NET45,DAP,JPNGO port of loading,"873,000",USD,,CN,PRC,Meridian Trading (Shanghai) Co.,ACTIVE
PA-2023-0345,0000125282,Can Tho Microsystems Industrial Corp.,604557550,PRICING_AGREEMENT,2023-10-22,2025-10-22,Y,NET60,FOB,TWTPE port of loading,,USD,0.0,TW,Taiwan,Meridian International B.V.,ACTIVE
MSA-2024-0346,0000125419,Tianjin Gate Circuit Inc.,604558527,MSA,2024-11-23,2027-11-23,N,2/10NET30,FCA,CNYTN port of loading,"432,000",USD,1.5,US,New York,Meridian Trading (Shanghai) Co.,ACTIVE
MSA-2025-0347,0000125556,"Shaoxing Display Industry Co., Ltd.",604559504,MSA,2025-12-24,2028-12-24,,NET30,EXW,VNSGN port of loading,"278,000",USD,2.0,CN,PRC,Meridian Devices Inc.,ACTIVE
PA-2023-0348,0000125693,Chiayi Acoustics Industrial Corp.,604560481,PRICING_AGREEMENT,2023-01-25,2025-01-25,Y,NET45,CIF,JPNGO port of loading,,USD,2.5,TW,Taiwan,Meridian International B.V.,TERMINATED
MSA-2024-0349,0000125830,Kobe Mira Tooling Corporation,604561458,MSA,2024-02-26,2027-02-26,N,NET60,DDP,TWTPE port of loading,"228,000",USD,,JP,Japan,Meridian Trading (Shanghai) Co.,ACTIVE
MSA-2025-0350,0000125967,"Gwangju Components Co., Ltd.",604562435,MSA,2025-03-27,2028-03-27,,2/10NET30,DAP,CNYTN port of loading,"854,000",USD,0.0,KR,South Korea,Meridian Devices Inc.,ACTIVE
PA-2023-0351,0000126104,Vinh Phuc Precision Joint Stock Company,604563412,PRICING_AGREEMENT,2023-04-01,2025-04-01,Y,NET30,FOB,VNSGN port of loading,,USD,1.5,VN,New York,Meridian Trading (Shanghai) Co.,ACTIVE
MSA-2024-0352,0000126241,"Zhongshan Electronics Industry Co., Ltd.",604564389,MSA,2024-05-02,2027-05-02,N,NET45,FCA,JPNGO port of loading,"229,000",EUR,2.0,CN,PRC,Meridian Devices Inc.,ACTIVE
MSA-2025-0353,0000126378,Changshu Polymer Industrial Corp.,604565366,MSA,2025-06-03,2028-06-03,,NET60,EXW,TWTPE port of loading,"544,000",USD,2.5,TW,Taiwan,Meridian International B.V.,ACTIVE
PA-2023-0354,0000126515,Miaoli Energy Inc.,604566343,PRICING_AGREEMENT,2023-07-04,2025-07-04,Y,2/10NET30,CIF,CNYTN port of loading,,USD,,US,New York,Meridian Trading (Shanghai) Co.,ACTIVE
MSA-2024-0355,0000126652,"Fukuoka Optics Industry Co., Ltd.",604567320,MSA,2024-08-05,2027-08-05,N,NET30,DDP,VNSGN port of loading,"170,000",USD,0.0,CN,PRC,Meridian Devices Inc.,ACTIVE
MSA-2025-0356,0000126789,Jeonju Metalworks Industrial Corp.,604568297,MSA,2025-09-06,2028-09-06,,NET45,DAP,JPNGO port of loading,"495,000",USD,1.5,TW,Taiwan,Meridian International B.V.,ACTIVE
PA-2023-0357,0000126926,Quang Nam Microsystems Corporation,604569274,PRICING_AGREEMENT,2023-10-07,2025-10-07,Y,NET60,FOB,TBD,,USD,2.0,JP,Japan,Meridian Devices Inc.,TERMINATED
MSA-2024-0358,0000127063,"Dalian Crest Circuit Co., Ltd.",604570251,MSA,2024-11-08,2027-11-08,N,2/10NET30,FCA,CNYTN port of loading,"860,000",USD,2.5,KR,South Korea,Meridian International B.V.,ACTIVE
MSA-2025-0359,0000127200,Jiaxing Display Joint Stock Company,604571228,MSA,2025-12-09,2028-12-09,,NET30,EXW,VNSGN port of loading,"163,000",USD,,VN,Vietnam,Meridian Trading (Shanghai) Co.,ACTIVE
PA-2023-0360,0000127337,"Pingtung Acoustics Industry Co., Ltd.",604572205,PRICING_AGREEMENT,2023-01-10,2025-01-10,Y,NET45,CIF,JPNGO port of loading,,USD,0.0,CN,PRC,Meridian Devices Inc.,ACTIVE
MSA-2024-0361,0000127474,Sapporo Tooling Industrial Corp.,604573182,MSA,2024-02-11,2027-02-11,N,NET60,DDP,TWTPE port of loading,"747,000",USD,1.5,TW,Taiwan,Meridian International B.V.,ACTIVE
MSA-2025-0362,0000127611,Cheonan Components Inc.,604574159,MSA,2025-03-12,2028-03-12,,2/10NET30,DAP,CNYTN port of loading,"482,000",USD,2.0,US,New York,Meridian Trading (Shanghai) Co.,ACTIVE
PA-2023-0363,0000127748,"Long An Precision Industry Co., Ltd.",604575136,PRICING_AGREEMENT,2023-04-13,2025-04-13,Y,NET30,FOB,VNSGN port of loading,,EUR,2.5,CN,PRC,Meridian International B.V.,ACTIVE
MSA-2024-0364,0000127885,Nantong Electronics Industrial Corp.,604576113,MSA,2024-05-14,2027-05-14,N,NET45,FCA,JPNGO port of loading,"804,000",USD,,TW,New York,Meridian Trading (Shanghai) Co.,ACTIVE
MSA-2025-0365,0000128022,Yilan Polymer Corporation,604577090,MSA,2025-06-15,2028-06-15,,NET60,EXW,TWTPE port of loading,"648,000",USD,0.0,JP,Japan,Meridian Devices Inc.,ACTIVE
PA-2023-0366,0000128159,"Hailong Energy Co., Ltd.",604578067,PRICING_AGREEMENT,2023-07-16,2025-07-16,Y,2/10NET30,CIF,CNYTN port of loading,,USD,1.5,KR,South Korea,Meridian International B.V.,TERMINATED
MSA-2024-0367,0000128296,Suzhou Brightway Optics Joint Stock Company,604579044,MSA,2024-08-17,2027-08-17,N,NET30,DDP,VNSGN port of loading,"247,000",USD,2.0,VN,Vietnam,Meridian Trading (Shanghai) Co.,ACTIVE
MSA-2025-0368,0000128433,"Kunshan Metalworks Industry Co., Ltd.",604580021,MSA,2025-09-18,2028-09-18,,NET45,DAP,JPNGO port of loading,"813,000",USD,2.5,CN,PRC,Meridian Devices Inc.,ACTIVE
PA-2023-0369,0000128570,Volta Microsystems Industrial Corp.,604580998,PRICING_AGREEMENT,2023-10-19,2025-10-19,Y,NET60,FOB,TWTPE port of loading,,USD,,TW,Taiwan,Meridian Trading (Shanghai) Co.,ACTIVE
MSA-2024-0370,0000128707,Taoyuan Circuit Inc.,604581975,MSA,2024-11-20,2027-11-20,N,2/10NET30,FCA,CNYTN port of loading,"463,000",USD,0.0,US,New York,Meridian Devices Inc.,ACTIVE
MSA-2025-0371,0000128844,"Nagoya Display Industry Co., Ltd.",604582952,MSA,2025-12-21,2028-12-21,,NET30,EXW,VNSGN port of loading,"71,000",USD,1.5,CN,PRC,Meridian International B.V.,ACTIVE
PA-2023-0372,0000128981,Dongguan Rixin Acoustics Industrial Corp.,604583929,PRICING_AGREEMENT,2023-01-22,2025-01-22,Y,NET45,CIF,JPNGO port of loading,,USD,2.0,TW,Taiwan,Meridian Trading (Shanghai) Co.,ACTIVE
MSA-2024-0373,0000129118,Hsinchu Tooling Corporation,604584906,MSA,2024-02-23,2027-02-23,N,NET60,DDP,TWTPE port of loading,"53,000",USD,2.5,JP,Japan,Meridian Devices Inc.,ACTIVE
MSA-2025-0374,0000129255,"Pusan Components Co., Ltd.",604585883,MSA,2025-03-24,2028-03-24,,2/10NET30,DAP,TBD,"468,000",EUR,,KR,South Korea,Meridian International B.V.,ACTIVE
PA-2023-0375,0000129392,Hanoi Lotus Precision Joint Stock Company,604586860,PRICING_AGREEMENT,2023-04-25,2025-04-25,Y,NET30,FOB,VNSGN port of loading,,USD,0.0,VN,Vietnam,Meridian Devices Inc.,TERMINATED
MSA-2024-0376,0000129529,"Ningbo Anchor Electronics Industry Co., Ltd.",604587837,MSA,2024-05-26,2027-05-26,N,NET45,FCA,JPNGO port of loading,"433,000",USD,1.5,CN,PRC,Meridian International B.V.,ACTIVE
MSA-2025-0377,0000129666,Chengdu Skylark Polymer Industrial Corp.,604588814,MSA,2025-06-27,2028-06-27,,NET60,EXW,TWTPE port of loading,"307,000",USD,2.0,TW,New York,Meridian Trading (Shanghai) Co.,ACTIVE
PA-2023-0378,0000129803,Osaka Meiwa Energy Inc.,604589791,PRICING_AGREEMENT,2023-07-01,2025-07-01,Y,2/10NET30,CIF,CNYTN port of loading,,USD,2.5,US,New York,Meridian Devices Inc.,ACTIVE
MSA-2024-0379,0000129940,"Gumi Optics Industry Co., Ltd.",604590768,MSA,2024-08-02,2027-08-02,N,NET30,DDP,VNSGN port of loading,"170,000",USD,,CN,PRC,Meridian International B.V.,ACTIVE
MSA-2025-0380,0000130077,Da Nang Metalworks Industrial Corp.,604591745,MSA,2025-09-03,2028-09-03,,NET45,DAP,JPNGO port of loading,"342,000",USD,0.0,TW,Taiwan,Meridian Trading (Shanghai) Co.,ACTIVE
PA-2023-0381,0000130214,Xiamen Harbor Microsystems Corporation,604592722,PRICING_AGREEMENT,2023-10-04,2025-10-04,Y,NET60,FOB,TWTPE port of loading,,USD,1.5,JP,Japan,Meridian International B.V.,ACTIVE
MSA-2024-0382,0000130351,"Wuxi Crane Circuit Co., Ltd.",604593699,MSA,2024-11-05,2027-11-05,N,2/10NET30,FCA,CNYTN port of loading,"319,000",USD,2.0,KR,South Korea,Meridian Trading (Shanghai) Co.,ACTIVE
MSA-2025-0383,0000130488,Tainan Display Joint Stock Company,604594676,MSA,2025-12-06,2028-12-06,,NET30,EXW,VNSGN port of loading,"764,000",USD,2.5,VN,Vietnam,Meridian Devices Inc.,ACTIVE
PA-2023-0384,0000130625,"Yokohama Kiyo Acoustics Industry Co., Ltd.",604595653,PRICING_AGREEMENT,2023-01-07,2025-01-07,Y,NET45,CIF,JPNGO port of loading,,USD,,CN,PRC,Meridian International B.V.,TERMINATED
MSA-2024-0385,0000130762,Incheon Tooling Industrial Corp.,604596630,MSA,2024-02-08,2027-02-08,N,NET60,DDP,TWTPE port of loading,"51,000",EUR,0.0,TW,Taiwan,Meridian Trading (Shanghai) Co.,ACTIVE
MSA-2025-0386,0000130899,Qingdao Pearl Components Inc.,604597607,MSA,2025-03-09,2028-03-09,,2/10NET30,DAP,CNYTN port of loading,"688,000",USD,1.5,US,New York,Meridian Devices Inc.,ACTIVE
PA-2023-0387,0000131036,"Zhuhai Coral Precision Industry Co., Ltd.",604598584,PRICING_AGREEMENT,2023-04-10,2025-04-10,Y,NET30,FOB,VNSGN port of loading,,USD,2.0,CN,PRC,Meridian Trading (Shanghai) Co.,ACTIVE
MSA-2024-0388,0000131173,Kaohsiung Electronics Industrial Corp.,604599561,MSA,2024-05-11,2027-05-11,N,NET45,FCA,JPNGO port of loading,"763,000",USD,2.5,TW,Taiwan,Meridian Devices Inc.,ACTIVE
MSA-2025-0389,0000131310,Sendai Polymer Corporation,604600538,MSA,2025-06-12,2028-06-12,,NET60,EXW,TWTPE port of loading,"152,000",USD,,JP,Japan,Meridian International B.V.,ACTIVE
PA-2023-0390,0000131447,"Ulsan Energy Co., Ltd.",604601515,PRICING_AGREEMENT,2023-07-13,2025-07-13,Y,2/10NET30,CIF,CNYTN port of loading,,USD,0.0,KR,New York,Meridian Trading (Shanghai) Co.,ACTIVE
MSA-2024-0391,0000131584,Haiphong Optics Joint Stock Company,604602492,MSA,2024-08-14,2027-08-14,N,NET30,DDP,TBD,"837,000",USD,1.5,VN,Vietnam,Meridian Devices Inc.,ACTIVE
MSA-2025-0392,0000131721,"Foshan Ridge Metalworks Industry Co., Ltd.",604603469,MSA,2025-09-15,2028-09-15,,NET45,DAP,JPNGO port of loading,"656,000",USD,2.0,CN,PRC,Meridian International B.V.,ACTIVE
PA-2023-0393,0000131858,Taichung Microsystems Industrial Corp.,604604446,PRICING_AGREEMENT,2023-10-16,2025-10-16,Y,NET60,FOB,TWTPE port of loading,,USD,2.5,TW,Taiwan,Meridian Devices Inc.,TERMINATED
MSA-2024-0394,0000131995,Kyoto Hana Circuit Inc.,604605423,MSA,2024-11-17,2027-11-17,N,2/10NET30,FCA,CNYTN port of loading,"816,000",USD,,US,New York,Meridian International B.V.,ACTIVE
MSA-2026-0395,0000125282,Can Tho Microsystems Industrial Corp.,604557550,MSA,2026-12-18,2029-12-18,,NET60,FOB,CNYTN port of loading,"296,000",USD,0.0,TW,Taiwan,Meridian Devices Inc.,DRAFT
MSA-2026-0396,0000125419,Tianjin Gate Circuit Inc.,604558527,MSA,2026-01-19,2029-01-19,Y,2/10NET30,FCA,VNSGN port of loading,"366,000",EUR,1.5,US,New York,Meridian International B.V.,DRAFT
MSA-2026-0397,0000125556,"Shaoxing Display Industry Co., Ltd.",604559504,MSA,2026-02-20,2029-02-20,N,NET30,EXW,JPNGO port of loading,"384,000",USD,2.0,CN,PRC,Meridian Trading (Shanghai) Co.,DRAFT
